,DAY,FLAG_TSUNAMI,I_D,LATITUDE,LONGITUDE,MONTH,REGION_CODE,TYPE,YEAR,REL_EQ,ANOMALY?
0,,,1,  31.100,   35.500,,140.0,eq,-2150.0,0,0
1,,Tsu,2,  35.683,   35.800,,130.0,eq,-2000.0,1,2
2,,,3,  38.000,   58.200,,40.0,eq,-2000.0,2,0
3,,tsu,11014,35.583,35.75,,130.0,tsu,-2000.0,2,1
4,,Tsu,5877,  36.400,   25.400,,130.0,eq,-1610.0,4,0
5,,tsu,17601,35.583,35.75,,130.0,tsu,-1610.0,4,0
6,,tsu,1,35.5,25.0,,130.0,tsu,-1610.0,4,0
7,,,8,  31.500,   35.300,,140.0,eq,-1566.0,7,0
8,,,11,  35.500,   25.500,,130.0,eq,-1450.0,8,0
9,,Tsu,9712,  35.683,   35.800,,140.0,eq,-1365.0,9,2
10,,,12,  32.000,   35.500,,140.0,eq,-1250.0,10,0
11,,,13,  29.600,   35.000,,140.0,eq,-1050.0,11,0
12,,,14,  33.000,   35.500,,140.0,eq,-759.0,12,0
13,,Tsu,7793,  33.270,   35.220,,140.0,eq,-590.0,13,2
14,,,16,  37.000,   22.500,,130.0,eq,-550.0,14,0
15,,Tsu,7794,  33.560,   35.370,,140.0,eq,-525.0,15,2
16,29.0,Tsu,9713,  37.900,   23.500,9.0,130.0,eq,-480.0,16,2
17,,Tsu,17,  39.700,   23.300,,130.0,eq,-479.0,17,0
18,,tsu,2,40.3,23.33,,130.0,tsu,-479.0,17,0
19,,,18,  37.000,   22.500,,130.0,eq,-432.0,19,0
20,,Tsu,5878,  38.900,   22.700,6.0,130.0,eq,-426.0,20,0
21,,tsu,7,38.633,23.0833,6.0,130.0,tsu,-426.0,20,0
22,,tsu,6,39.12,23.72,6.0,130.0,tsu,-426.0,20,0
23,,tsu,4,40.173,22.487,6.0,130.0,tsu,-426.0,20,0
24,,tsu,17612,38.817,22.733,6.0,130.0,tsu,-426.0,20,0
25,,tsu,3,38.650999999999996,22.999000000000002,6.0,130.0,tsu,-426.0,20,0
26,,tsu,5,38.0,23.68,6.0,130.0,tsu,-426.0,20,0
27,,tsu,19365,38.8,22.55,6.0,130.0,tsu,-426.0,20,0
28,,tsu,17613,38.815,22.816,6.0,130.0,tsu,-426.0,20,0
29,,tsu,17611,38.817,23.233,6.0,130.0,tsu,-426.0,20,0
30,,,19,  35.500,   51.800,,140.0,eq,-400.0,30,0
31,,Tsu,20,  38.250,   22.250,,130.0,eq,-373.0,31,0
32,,tsu,8,38.21,22.13,,130.0,tsu,-373.0,31,0
33,,,21,  35.000,   25.000,,130.0,eq,-364.0,33,0
34,,Tsu,22,  40.000,   25.000,,130.0,eq,-330.0,34,2
35,,Tsu,9652,  23.000,   71.000,11.0,60.0,eq,-326.0,35,2
36,,,24,  38.500,   22.500,,130.0,eq,-282.0,36,0
37,,,23,  41.000,   27.000,,140.0,eq,-282.0,37,0
38,,,25,  42.700,   77.500,,40.0,eq,-250.0,38,0
39,,Tsu,28,  36.300,   28.300,,130.0,eq,-227.0,39,0
40,,tsu,17621,36.167,28.0,,130.0,tsu,-227.0,39,0
41,,,8196,  29.200,   25.500,,15.0,eq,-221.0,41,0
42,,Tsu,9732,  36.200,   -7.170,,130.0,eq,-218.0,42,0
43,,tsu,17622,36.533,-6.3,,120.0,tsu,-218.0,42,3
44,,,29,  44.300,    8.500,,130.0,eq,-217.0,44,0
45,,Tsu,9733,  36.000,  -10.500,,130.0,eq,-210.0,45,0
46,,tsu,17623,36.533,-6.3,,120.0,tsu,-210.0,45,3
47,,Tsu,7795,  36.404,   25.396,,130.0,eq,-198.0,47,2
48,,,7895,  35.400,  103.900,2.0,30.0,eq,-193.0,48,0
49,22.0,,30,  33.800,  105.600,2.0,30.0,eq,-186.0,49,0
50,,tsu,19368,33.2733,35.1939,,130.0,tsu,-138.0,49,1
51,,tsu,19367,32.924,35.073,,130.0,tsu,-138.0,49,1
52,,tsu,19366,33.5631,35.3689,,130.0,tsu,-138.0,49,1
53,1.0,,32,  36.300,  119.000,6.0,30.0,eq,-70.0,53,0
54,,,55,  45.200,   36.600,10.0,40.0,eq,-63.0,54,0
55,,Tsu,9734,  36.000,  -10.000,,130.0,eq,-60.0,55,2
56,,Tsu,9753,  41.300,   19.500,,130.0,eq,-58.0,56,0
57,,tsu,17631,41.323,19.441,,130.0,tsu,-58.0,56,0
58,,Tsu,9786,  43.500,   28.500,,110.0,eq,-50.0,58,2
59,,Tsu,9754,  43.000,   41.000,,40.0,eq,-50.0,59,2
60,17.0,,33,  34.900,  104.700,4.0,30.0,eq,-47.0,60,0
61,,,34,  31.200,   34.200,,140.0,eq,-33.0,61,0
62,2.0,,35,  32.000,   35.500,9.0,140.0,eq,-31.0,62,0
63,,,8197,  25.700,   32.700,,15.0,eq,-27.0,63,0
64,,Tsu,7796,  35.000,   33.000,,130.0,eq,-26.0,64,2
65,,,36,  28.800,  104.600,,30.0,eq,-26.0,65,0
66,,tsu,16092,31.2,29.919,,130.0,tsu,-23.0,65,1
67,,tsu,16093,31.133000000000003,32.667,,130.0,tsu,-23.0,65,1
68,,,37,  35.200,   34.000,,130.0,eq,-15.0,68,0
69,,,38,  38.000,   58.300,,40.0,eq,10.0,69,0
70,,,39,  37.800,   27.400,,140.0,eq,11.0,70,0
71,,,40,  37.850,   27.300,,140.0,eq,17.0,71,0
72,,,41,  38.200,   22.200,,130.0,eq,23.0,72,0
73,,,42,  33.000,   72.000,,60.0,eq,25.0,73,0
74,,,43,  35.900,  126.500,,30.0,eq,27.0,74,0
75,,,44,  40.500,   28.900,,140.0,eq,29.0,75,0
76,,,8178,  31.200,   34.200,,140.0,eq,33.0,76,0
77,23.0,,7896,  33.000,  112.500,10.0,30.0,eq,46.0,77,0
78,,,46,  37.000,   68.500,,40.0,eq,50.0,78,0
79,,,48,  36.100,   36.100,,140.0,eq,52.0,79,0
80,,,49,  41.000,   24.300,,130.0,eq,52.0,80,0
81,,,50,  35.000,   25.000,,130.0,eq,55.0,81,0
82,,,51,  41.200,   19.300,,130.0,eq,57.0,82,0
83,,,52,  37.900,   29.200,,140.0,eq,60.0,83,0
84,,Tsu,5880,  35.200,   25.100,,130.0,eq,62.0,84,0
85,,tsu,17632,34.931,24.929000000000002,,130.0,tsu,62.0,84,0
86,,,53,  40.700,   14.500,,130.0,eq,63.0,86,0
87,,Tsu,57,  34.800,   32.000,,130.0,eq,76.0,87,2
88,24.0,,58,  40.821,   14.426,8.0,130.0,eq,79.0,88,0
89,,,60,  35.900,  126.500,,30.0,eq,89.0,89,0
90,,,61,  40.600,   26.700,,140.0,eq,93.0,90,0
91,,,62,  35.800,  129.200,,30.0,eq,100.0,91,0
92,,,63,  39.500,   27.000,,140.0,eq,105.0,92,0
93,,,9970,  40.000,   34.000,,140.0,eq,109.0,93,0
94,13.0,Tsu,64,  36.100,   36.100,12.0,140.0,eq,115.0,94,0
95,13.0,tsu,16533,32.483000000000004,34.883,12.0,130.0,tsu,115.0,94,3
96,,Tsu,9969,  40.770,   29.920,,140.0,eq,120.0,96,2
97,,Tsu,65,  35.800,  129.200,,30.0,eq,123.0,97,0
98,,tsu,25334,35.8428,129.2117,,30.0,tsu,123.0,97,0
99,23.0,,7897,  34.700,  105.400,2.0,30.0,eq,128.0,99,0
100,1.0,,66,  35.800,  103.500,3.0,30.0,eq,138.0,100,0
101,,Tsu,5883,  36.700,   28.000,,130.0,eq,142.0,101,0
102,,tsu,10,36.58,27.83,,130.0,tsu,142.0,101,0
103,,tsu,11,36.8933,27.2889,,130.0,tsu,142.0,101,0
104,,tsu,9,36.167,28.0,,130.0,tsu,142.0,101,0
105,,tsu,12,37.15,24.5,,130.0,tsu,142.0,101,0
106,,,7898,  34.700,  105.300,10.0,30.0,eq,143.0,106,0
107,,,67,  36.500,   28.500,,130.0,eq,155.0,107,0
108,,,68,  39.000,   24.500,,130.0,eq,170.0,108,0
109,28.0,Tsu,5884,  37.500,  120.000,6.0,30.0,eq,173.0,109,0
110,28.0,tsu,25331,37.1717,119.9214,6.0,30.0,tsu,173.0,109,0
111,28.0,tsu,25330,37.6481,120.5261,6.0,30.0,tsu,173.0,109,0
112,28.0,tsu,25332,36.8536,119.3908,6.0,30.0,tsu,173.0,109,0
113,,Tsu,9757,  38.000,   15.000,,130.0,eq,177.0,113,2
114,,,69,  38.600,   26.650,,140.0,eq,177.0,114,0
115,,,70,  39.400,   99.500,9.0,30.0,eq,180.0,115,0
116,,,71,  45.300,   11.000,,130.0,eq,243.0,116,0
117,9.0,,72,  35.500,   25.500,7.0,130.0,eq,251.0,117,0
118,9.0,,73,  39.100,   27.200,7.0,140.0,eq,253.0,118,0
119,,Tsu,9984,  41.900,   12.450,,130.0,eq,258.0,119,0
120,,tsu,10864,41.9,12.45,,130.0,tsu,258.0,119,0
121,,Tsu,8199,  36.600,   30.000,,140.0,eq,262.0,121,2
122,,,7899,  32.600,  116.800,7.0,30.0,eq,294.0,122,0
123,,,74,  40.300,  116.000,9.0,30.0,eq,294.0,123,0
124,,,75,  35.500,  129.100,,30.0,eq,304.0,124,0
125,,,76,  33.200,   35.100,,140.0,eq,306.0,125,0
126,,Tsu,9988,  31.700,   35.500,,140.0,eq,315.0,126,2
127,17.0,,7900,  34.100,  105.300,6.0,30.0,eq,319.0,127,0
128,6.0,,77,  40.500,   14.500,8.0,130.0,eq,324.0,128,0
129,,,78,  41.200,   19.300,,130.0,eq,334.0,129,0
130,,,79,  36.100,   36.100,,140.0,eq,340.0,130,0
131,,,80,  36.200,   36.100,,140.0,eq,341.0,131,0
132,,tsu,10865,41.3,19.5,7.0,130.0,tsu,342.0,131,1
133,,,81,  36.200,   36.100,,140.0,eq,342.0,133,0
134,,,82,  41.300,   19.500,,130.0,eq,342.0,134,0
135,11.0,,85,  40.500,   14.500,4.0,130.0,eq,344.0,135,0
136,,Tsu,84,  40.300,   26.500,,140.0,eq,344.0,136,2
137,,,83,  35.400,  114.300,,30.0,eq,344.0,137,0
138,,Tsu,9989,  41.400,   19.400,,130.0,eq,346.0,138,0
139,,tsu,25838,41.3231,19.4414,,130.0,tsu,346.0,138,0
140,,Tsu,86,  33.900,   35.500,,140.0,eq,348.0,140,0
141,,tsu,10867,33.53,35.3,,130.0,tsu,348.0,140,3
142,,tsu,10866,34.85,35.85,,130.0,tsu,348.0,140,3
143,,,87,  41.000,   30.000,10.0,140.0,eq,350.0,143,0
144,,,88,  40.700,   29.700,,140.0,eq,355.0,144,0
145,24.0,Tsu,89,  40.770,   29.900,8.0,140.0,eq,358.0,145,0
146,24.0,tsu,25832,40.77,29.94,8.0,130.0,tsu,358.0,145,3
147,,,91,  41.600,   21.500,,130.0,eq,361.0,147,0
148,24.0,Tsu,92,  31.300,   35.600,5.0,140.0,eq,362.0,148,2
149,2.0,,93,  41.000,   29.500,12.0,140.0,eq,362.0,149,0
150,21.0,Tsu,95,  35.000,   23.000,7.0,130.0,eq,365.0,150,0
151,21.0,tsu,10856,36.717,-4.417,7.0,130.0,tsu,365.0,150,0
152,21.0,tsu,19370,36.7333,-3.0167,7.0,130.0,tsu,365.0,150,0
153,21.0,tsu,10857,38.18,15.56,7.0,130.0,tsu,365.0,150,0
154,21.0,tsu,19371,42.5811,18.2181,7.0,130.0,tsu,365.0,150,0
155,21.0,tsu,17,38.25,21.75,7.0,130.0,tsu,365.0,150,0
156,21.0,tsu,16,35.3,25.166999999999998,7.0,130.0,tsu,365.0,150,0
157,21.0,tsu,15,40.154,26.406999999999996,7.0,130.0,tsu,365.0,150,0
158,21.0,tsu,19369,37.025,-8.9944,7.0,120.0,tsu,365.0,150,3
159,21.0,tsu,16091,35.325,25.1306,7.0,130.0,tsu,365.0,150,0
160,21.0,tsu,16148,31.2,29.919,7.0,130.0,tsu,365.0,150,0
161,21.0,tsu,18,36.818000000000005,21.703000000000003,7.0,130.0,tsu,365.0,150,0
162,11.0,,98,  40.700,   29.700,10.0,140.0,eq,367.0,162,0
163,11.0,,99,  40.000,   29.000,10.0,140.0,eq,368.0,163,0
164,,,8239,  40.500,   29.600,,140.0,eq,368.0,164,0
165,,,100,  41.100,   14.800,,130.0,eq,369.0,165,0
166,,Tsu,9758,  36.000,  -10.830,,130.0,eq,382.0,166,2
167,,,101,  36.100,   36.100,,140.0,eq,394.0,167,0
168,,,102,  36.100,   36.100,,140.0,eq,396.0,168,0
169,1.0,Tsu,5885,  41.000,   29.000,4.0,140.0,eq,407.0,169,0
170,,tsu,10869,40.733000000000004,13.95,,130.0,tsu,407.0,169,3
171,,,103,  37.067,   10.067,,15.0,eq,412.0,171,0
172,,tsu,25336,-6.78,106.8,,60.0,tsu,416.0,171,1
173,,tsu,17552,13.1144,80.2086,,60.0,tsu,416.0,171,1
174,,tsu,19,-6.3420000000000005,105.94,,60.0,tsu,416.0,171,1
175,,tsu,20,-5.8368,105.6513,,60.0,tsu,416.0,171,1
176,,,104,  31.200,   34.200,,140.0,eq,419.0,176,0
177,,,106,  31.900,   34.900,,140.0,eq,425.0,177,0
178,,,109,  40.500,   46.500,,40.0,eq,427.0,178,0
179,,,110,  35.500,   25.500,,130.0,eq,438.0,179,0
180,26.0,,112,  41.000,   29.000,10.0,140.0,eq,440.0,180,0
181,26.0,Tsu,5887,  40.900,   28.500,1.0,140.0,eq,447.0,181,0
182,8.0,tsu,10870,41.019,28.965,11.0,130.0,tsu,447.0,181,3
183,6.0,,114,  35.000,   25.000,9.0,130.0,eq,448.0,183,0
184,,Tsu,9972,  40.400,   28.400,,140.0,eq,450.0,184,2
185,,,115,  36.200,   36.100,,140.0,eq,457.0,185,0
186,,,116,  36.200,   36.100,9.0,140.0,eq,458.0,186,0
187,22.0,,117,  20.300,  100.000,7.0,60.0,eq,460.0,187,0
188,,,118,  44.400,    4.300,,120.0,eq,470.0,188,0
189,25.0,,119,  41.000,   29.000,9.0,140.0,eq,477.0,189,0
190,25.0,Tsu,5888,  40.800,   29.200,9.0,140.0,eq,478.0,190,2
191,,,121,  34.300,   35.500,,140.0,eq,494.0,191,0
192,4.0,,8090,  32.100,  118.800,8.0,30.0,eq,499.0,192,0
193,,,122,  42.700,   76.500,,40.0,eq,500.0,193,0
194,,,123,  39.000,  125.300,,30.0,eq,501.0,194,0
195,,,124,  35.500,  129.100,,30.0,eq,510.0,195,0
196,21.0,,125,  39.400,  113.300,5.0,30.0,eq,512.0,196,0
197,,,126,  42.000,   21.400,,130.0,eq,518.0,197,0
198,,,128,  39.600,   21.200,,130.0,eq,521.0,198,0
199,,,130,  41.200,   19.300,,130.0,eq,522.0,199,0
200,,,129,  36.200,   36.100,,140.0,eq,522.0,200,0
201,29.0,,131,  36.250,   36.100,5.0,140.0,eq,525.0,201,0
202,,,132,  40.100,   20.800,,130.0,eq,527.0,202,0
203,29.0,,134,  36.250,   36.100,11.0,140.0,eq,528.0,203,0
204,29.0,,136,  36.200,   37.200,11.0,140.0,eq,533.0,204,0
205,,Tsu,5889,  40.300,   27.800,,140.0,eq,543.0,205,0
206,,tsu,25,43.4167,28.1667,,110.0,tsu,543.0,205,3
207,,tsu,24,43.2167,27.9167,,110.0,tsu,543.0,205,3
208,,tsu,26,35.404166700000005,33.7416667,,130.0,tsu,543.0,205,3
209,,tsu,27,39.583333,26.95,,130.0,tsu,543.0,205,3
210,7.0,Tsu,138,  38.400,   22.300,7.0,130.0,eq,551.0,210,2
211,9.0,Tsu,139,  33.900,   35.500,7.0,140.0,eq,551.0,211,0
212,,tsu,30,36.83,27.17,,130.0,tsu,551.0,211,3
213,,tsu,29,36.83,27.17,,130.0,tsu,551.0,211,3
214,,tsu,28,36.83,27.17,,130.0,tsu,551.0,211,3
215,9.0,,140,  36.100,   37.100,7.0,140.0,eq,552.0,215,0
216,9.0,,141,  33.900,   35.500,7.0,140.0,eq,553.0,216,0
217,15.0,Tsu,5892,  36.500,   27.500,8.0,140.0,eq,554.0,217,0
218,,tsu,33,36.8933,27.2889,,130.0,tsu,554.0,217,3
219,15.0,,143,  41.040,   28.980,8.0,140.0,eq,555.0,219,0
220,9.0,,145,  36.100,   36.100,7.0,140.0,eq,557.0,220,0
221,14.0,,5893,  40.900,   27.600,10.0,140.0,eq,557.0,221,0
222,,Tsu,9971,  40.900,   27.600,,140.0,eq,557.0,222,2
223,14.0,Tsu,146,  40.900,   28.800,12.0,140.0,eq,558.0,223,2
224,25.0,,147,  43.600,   13.500,12.0,130.0,eq,558.0,224,0
225,,,148,  36.200,   36.100,,140.0,eq,565.0,225,0
226,,,149,  45.600,   15.300,,130.0,eq,567.0,226,0
227,,,150,  36.000,   36.000,,140.0,eq,579.0,227,0
228,9.0,,151,  36.100,   36.100,7.0,140.0,eq,581.0,228,0
229,30.0,,152,  36.250,   36.100,9.0,140.0,eq,587.0,229,0
230,13.0,,154,  34.300,  108.900,12.0,30.0,eq,600.0,230,0
231,,,155,  41.000,   15.000,,130.0,eq,614.0,231,0
232,,,156,  38.000,   46.200,,140.0,eq,634.0,232,0
233,12.0,,158,  36.100,  111.500,9.0,30.0,eq,649.0,233,0
234,26.0,,159,  35.300,   54.000,4.0,140.0,eq,662.0,234,0
235,12.0,,160,  35.500,  129.100,9.0,30.0,eq,664.0,235,0
236,,,161,  35.000,   43.500,,140.0,eq,678.0,236,0
237,29.0,Tsu,162,  32.500,  134.000,11.0,30.0,eq,684.0,237,0
238,29.0,tsu,34,33.917,136.15,11.0,30.0,tsu,684.0,237,0
239,29.0,tsu,35,33.51,133.44,11.0,30.0,tsu,684.0,237,0
240,,,163,  38.400,   27.200,,140.0,eq,688.0,240,0
241,12.0,Tsu,5894,  35.700,  135.400,5.0,30.0,eq,701.0,241,0
242,12.0,tsu,36,35.87,135.08,5.0,30.0,tsu,701.0,241,0
243,2.0,Tsu,5895,  33.800,  136.700,8.0,30.0,eq,704.0,243,2
244,20.0,,166,  36.000,   36.000,3.0,140.0,eq,713.0,244,0
245,,,167,  40.400,   28.900,,140.0,eq,715.0,245,0
246,25.0,,168,  36.000,   36.000,8.0,140.0,eq,716.0,246,0
247,19.0,,169,  34.600,  105.600,3.0,30.0,eq,734.0,247,0
248,21.0,,170,  39.700,   45.500,6.0,40.0,eq,735.0,248,0
249,26.0,Tsu,171,  40.700,   29.300,10.0,140.0,eq,740.0,249,0
250,26.0,tsu,38,41.0,29.0,10.0,130.0,tsu,740.0,249,3
251,26.0,tsu,10873,40.77,29.94,10.0,130.0,tsu,740.0,249,3
252,,,172,  35.000,   38.000,,140.0,eq,742.0,252,0
253,,,174,  42.100,   48.200,,40.0,eq,743.0,253,0
254,,,173,  35.300,   52.200,,140.0,eq,743.0,254,0
255,30.0,Tsu,9810,  32.400,  130.500,6.0,30.0,eq,744.0,255,0
256,30.0,tsu,39,32.83,130.7,6.0,30.0,tsu,744.0,255,0
257,5.0,,175,  35.500,  136.900,6.0,30.0,eq,745.0,257,0
258,9.0,Tsu,5896,  34.600,  135.300,6.0,30.0,eq,745.0,258,0
259,9.0,tsu,40,34.5,135.33,6.0,30.0,tsu,745.0,258,0
260,18.0,Tsu,177,  32.000,   35.500,1.0,140.0,eq,746.0,260,2
261,31.0,,178,  33.500,   36.300,8.0,140.0,eq,748.0,261,0
262,25.0,,180,  35.000,   43.500,1.0,140.0,eq,749.0,262,0
263,,,181,  31.200,   34.200,,140.0,eq,758.0,263,0
264,,,183,  33.300,   59.300,,140.0,eq,763.0,264,0
265,20.0,Tsu,7341,  31.600,  130.700,7.0,30.0,eq,766.0,265,0
266,20.0,tsu,41,30.0,130.0,7.0,30.0,tsu,766.0,265,0
267,,,185,  37.800,  115.200,,30.0,eq,777.0,267,0
268,,,7901,  28.100,  111.400,,30.0,eq,778.0,268,0
269,,,187,  45.400,   12.200,,130.0,eq,778.0,269,0
270,,,188,  35.500,  129.100,,30.0,eq,780.0,270,0
271,8.0,,190,  32.500,  109.400,3.0,30.0,eq,788.0,271,0
272,30.0,tsu,10876,45.5,12.5,4.0,130.0,tsu,792.0,271,1
273,30.0,,192,  45.500,   11.000,4.0,130.0,eq,793.0,273,0
274,7.0,,193,  35.000,   25.000,4.0,130.0,eq,796.0,274,0
275,18.0,tsu,42,36.58,140.67,9.0,30.0,tsu,799.0,274,1
276,18.0,tsu,28199,40.1878,141.7689,9.0,30.0,tsu,799.0,274,1
277,18.0,tsu,28198,36.333,140.59,9.0,30.0,tsu,799.0,274,1
278,18.0,tsu,28200,35.933,140.69,9.0,30.0,tsu,799.0,274,1
279,30.0,,196,  41.900,   12.600,4.0,130.0,eq,801.0,279,0
280,31.0,,198,  45.400,   11.900,5.0,130.0,eq,802.0,280,0
281,19.0,Tsu,5897,  36.950,   35.600,12.0,140.0,eq,803.0,281,2
282,,,199,  56.300,   -2.800,,120.0,eq,811.0,282,0
283,2.0,,200,  27.900,  102.200,4.0,30.0,eq,814.0,283,0
284,15.0,,202,  36.800,   66.200,5.0,40.0,eq,818.0,284,0
285,,Tsu,5898,  35.200,  139.300,8.0,30.0,eq,818.0,285,0
286,,tsu,43,34.9,139.85,8.0,30.0,tsu,818.0,285,0
287,19.0,,205,  37.400,  112.600,8.0,30.0,eq,820.0,287,0
288,5.0,,206,  36.000,   36.000,1.0,140.0,eq,835.0,288,0
289,23.0,,207,  40.400,   71.300,11.0,40.0,eq,838.0,289,0
290,24.0,Tsu,8262,  49.500,   -2.500,10.0,120.0,eq,842.0,290,0
291,24.0,tsu,16349,49.333,-2.3169999999999997,10.0,120.0,tsu,842.0,290,0
292,18.0,,208,  33.500,   36.300,9.0,140.0,eq,844.0,292,0
293,6.0,,209,  36.200,   43.100,9.0,140.0,eq,845.0,293,0
294,,,210,  36.100,   36.100,,140.0,eq,846.0,294,0
295,,,215,  41.600,   14.200,6.0,130.0,eq,847.0,295,0
296,24.0,,216,  33.500,   36.300,11.0,140.0,eq,847.0,296,0
297,,,211,  36.210,   42.080,,140.0,eq,847.0,297,0
298,15.0,,217,  35.300,   51.200,7.0,140.0,eq,850.0,298,0
299,27.0,Tsu,5899,  39.000,  139.900,11.0,30.0,eq,850.0,299,0
300,27.0,tsu,44,39.2167,139.9,11.0,30.0,tsu,850.0,299,0
301,,,218,  40.000,   44.600,,40.0,eq,851.0,301,0
302,,,219,  41.500,   14.500,,130.0,eq,853.0,302,0
303,2.0,,222,  35.700,   10.100,6.0,15.0,eq,854.0,303,0
304,,,221,  50.100,    3.100,,120.0,eq,854.0,304,0
305,,,220,  40.000,   45.000,,40.0,eq,854.0,305,0
306,22.0,,224,  35.300,   51.200,5.0,140.0,eq,855.0,306,0
307,,tsu,10213,30.68,130.967,6.0,30.0,tsu,855.0,306,1
308,,,225,  40.000,   44.600,1.0,40.0,eq,856.0,308,0
309,3.0,,230,  36.800,   10.200,12.0,15.0,eq,856.0,309,0
310,22.0,,232,  36.200,   54.300,12.0,140.0,eq,856.0,310,0
311,,,227,  37.900,   22.900,12.0,130.0,eq,856.0,311,0
312,,,234,  40.000,   44.600,1.0,140.0,eq,858.0,312,0
313,19.0,,235,  38.000,   46.200,4.0,140.0,eq,858.0,313,0
314,8.0,,238,  36.000,   36.000,4.0,140.0,eq,859.0,314,0
315,,tsu,10877,36.08,36.25,,130.0,tsu,859.0,314,1
316,23.0,,240,  33.000,   44.500,5.0,140.0,eq,860.0,316,0
317,24.0,,242,  35.300,   51.200,2.0,140.0,eq,863.0,317,0
318,,,243,  40.000,   44.600,4.0,140.0,eq,863.0,318,0
319,10.0,Tsu,7342,  37.100,  138.000,7.0,30.0,eq,863.0,319,0
320,10.0,tsu,10214,37.1,138.0,7.0,30.0,tsu,863.0,319,0
321,,,241,  38.000,   46.200,,140.0,eq,863.0,321,0
322,15.0,,244,  35.300,   51.200,1.0,140.0,eq,864.0,322,0
323,9.0,,245,  41.000,   29.000,1.0,140.0,eq,867.0,323,0
324,13.0,Tsu,247,  38.500,  143.800,7.0,30.0,eq,869.0,324,0
325,13.0,tsu,19400,33.783,135.283,7.0,30.0,tsu,869.0,324,0
326,13.0,tsu,48,39.74,142.0,7.0,30.0,tsu,869.0,324,0
327,13.0,tsu,45,37.07,140.9,7.0,30.0,tsu,869.0,324,0
328,13.0,tsu,46,38.266999999999996,141.033,7.0,30.0,tsu,869.0,324,0
329,13.0,tsu,47,38.3,141.0,7.0,30.0,tsu,869.0,324,0
330,18.0,,254,  33.200,   47.200,11.0,140.0,eq,871.0,330,0
331,14.0,,259,  37.800,  105.900,7.0,30.0,eq,876.0,331,0
332,8.0,tsu,10858,32.924,35.073,4.0,130.0,tsu,881.0,331,1
333,8.0,tsu,16082,31.2,29.919,4.0,130.0,tsu,881.0,331,1
334,27.0,,260,  30.000,   -6.000,5.0,15.0,eq,881.0,334,0
335,27.0,,261,  30.000,   31.100,11.0,15.0,eq,885.0,335,0
336,2.0,Tsu,5900,  37.500,  138.100,8.0,30.0,eq,887.0,336,0
337,2.0,tsu,49,37.92,139.05,8.0,30.0,tsu,887.0,336,0
338,26.0,Tsu,262,  33.000,  135.300,8.0,30.0,eq,887.0,338,0
339,26.0,tsu,51,34.5,135.33,8.0,30.0,tsu,887.0,338,0
340,26.0,tsu,50,35.3,139.65,8.0,30.0,tsu,887.0,338,0
341,,,263,  38.300,   48.300,,140.0,eq,891.0,341,0
342,24.0,,268,  40.000,   44.600,12.0,140.0,eq,893.0,342,0
343,,,270,  45.300,   11.000,,130.0,eq,894.0,343,0
344,4.0,,272,  41.700,   22.900,9.0,130.0,eq,896.0,344,0
345,,,271,  41.900,   12.600,,130.0,eq,896.0,345,0
346,,,273,  35.300,   51.200,,140.0,eq,898.0,346,0
347,,tsu,17553,10.767000000000001,79.833,,60.0,tsu,900.0,346,1
348,9.0,,274,  33.200,   44.200,9.0,140.0,eq,910.0,348,0
349,,,275,  34.600,   47.800,4.0,140.0,eq,912.0,349,0
350,,Tsu,5901,  33.800,  136.700,,30.0,eq,922.0,350,0
351,,tsu,10224,33.8,136.7,,30.0,tsu,922.0,350,0
352,,,276,  39.700,   64.500,6.0,40.0,eq,942.0,352,0
353,15.0,,277,  36.000,   51.700,9.0,140.0,eq,942.0,353,0
354,20.0,,280,  38.000,   58.300,8.0,40.0,eq,943.0,354,0
355,,,281,  36.100,   37.100,,140.0,eq,951.0,355,0
356,20.0,,282,  38.000,   58.300,8.0,40.0,eq,953.0,356,0
357,15.0,,284,  34.900,   48.400,4.0,140.0,eq,956.0,357,0
358,,,286,  34.800,   44.800,4.0,140.0,eq,957.0,358,0
359,,Tsu,287,  35.700,   51.400,,140.0,eq,957.0,359,2
360,23.0,,290,  35.300,   51.200,2.0,140.0,eq,958.0,360,0
361,,,293,  33.200,   44.200,3.0,140.0,eq,958.0,361,0
362,22.0,Tsu,294,  38.000,   15.000,7.0,130.0,eq,963.0,362,0
363,22.0,tsu,10878,38.0,15.0,7.0,130.0,tsu,963.0,362,0
364,,,295,  36.100,   36.100,,140.0,eq,972.0,364,0
365,26.0,tsu,10879,41.04,28.98,10.0,130.0,tsu,975.0,364,1
366,19.0,,297,  27.400,   52.200,8.0,140.0,eq,977.0,366,0
367,17.0,,298,  27.700,   52.300,6.0,140.0,eq,978.0,367,0
368,10.0,,299,  41.100,   14.800,2.0,130.0,eq,985.0,368,0
369,13.0,,300,  36.200,   43.100,5.0,140.0,eq,986.0,369,0
370,,,303,  41.100,   14.800,,130.0,eq,990.0,370,0
371,5.0,Tsu,304,  33.500,   36.300,4.0,140.0,eq,991.0,371,2
372,23.0,,7902,  29.000,  112.000,8.0,30.0,eq,999.0,372,0
373,,,7904,  31.800,  119.900,10.0,30.0,eq,999.0,373,0
374,,,306,  46.000,   14.500,1.0,130.0,eq,1000.0,374,0
375,30.0,,307,  35.000,  110.000,4.0,30.0,eq,1000.0,375,0
376,,,309,  34.300,  109.000,1.0,30.0,eq,1001.0,376,0
