,DAY,FLAG_TSUNAMI,I_D,LATITUDE,LONGITUDE,MONTH,REGION_CODE,TYPE,YEAR,REL_EQ,ANOMALY?
24677,11.0,tsu,21071,38.427694,141.23388899999998,3.0,30.0,tsu,2011.0,23604,1
24678,11.0,tsu,21072,38.008417,140.88786100000002,3.0,30.0,tsu,2011.0,23604,1
24679,11.0,tsu,21613,37.827360999999996,140.972069,3.0,30.0,tsu,2011.0,23604,1
24680,11.0,tsu,21614,38.207056,140.968306,3.0,30.0,tsu,2011.0,23604,1
24681,11.0,tsu,21615,35.969889,140.67302800000002,3.0,30.0,tsu,2011.0,23604,1
24682,11.0,tsu,21616,40.518992,141.589278,3.0,30.0,tsu,2011.0,23604,1
24683,11.0,tsu,21617,38.381306,141.116306,3.0,30.0,tsu,2011.0,23604,1
24684,11.0,tsu,21618,38.423444,141.21633300000002,3.0,30.0,tsu,2011.0,23604,1
24685,11.0,tsu,21619,38.37725,141.09975,3.0,30.0,tsu,2011.0,23604,1
24686,11.0,tsu,21620,42.251281,140.288672,3.0,30.0,tsu,2011.0,23604,1
24687,11.0,tsu,19144,48.101000000000006,-122.758,3.0,100.0,tsu,2011.0,23604,1
24688,11.0,tsu,19145,37.5066,-122.21,3.0,100.0,tsu,2011.0,23604,1
24689,11.0,tsu,19146,37.928329999999995,-122.4,3.0,100.0,tsu,2011.0,23604,1
24690,11.0,tsu,19148,-39.8783,-73.4228,3.0,100.0,tsu,2011.0,23604,1
24691,11.0,tsu,19149,34.008,-118.5,3.0,100.0,tsu,2011.0,23604,1
24692,11.0,tsu,19150,47.6,-122.33,3.0,100.0,tsu,2011.0,23604,1
24693,11.0,tsu,19151,59.47,-151.68,3.0,150.0,tsu,2011.0,23604,1
24694,11.0,tsu,19152,60.119,-149.42700000000002,3.0,150.0,tsu,2011.0,23604,1
24695,11.0,tsu,19153,57.052,-135.342,3.0,150.0,tsu,2011.0,23604,1
24696,11.0,tsu,19154,59.44,-135.33,3.0,150.0,tsu,2011.0,23604,1
24697,11.0,tsu,19155,46.266000000000005,-123.45200000000001,3.0,100.0,tsu,2011.0,23604,1
24698,11.0,tsu,19156,47.27,-122.43299999999999,3.0,100.0,tsu,2011.0,23604,1
24699,11.0,tsu,19157,50.513000000000005,-128.028,3.0,100.0,tsu,2011.0,23604,1
24700,11.0,tsu,19158,46.705,-123.96600000000001,3.0,100.0,tsu,2011.0,23604,1
24701,11.0,tsu,19159,61.125,-146.362,3.0,150.0,tsu,2011.0,23604,1
24702,11.0,tsu,19160,46.16,-123.405,3.0,100.0,tsu,2011.0,23604,1
24703,11.0,tsu,19161,59.55,-139.733,3.0,150.0,tsu,2011.0,23604,1
24704,11.0,tsu,19162,-36.6953,-73.1063,3.0,100.0,tsu,2011.0,23604,1
24705,11.0,tsu,19163,-12.069,-77.1668,3.0,100.0,tsu,2011.0,23604,1
24706,11.0,tsu,19164,-20.217,-70.156,3.0,100.0,tsu,2011.0,23604,1
24707,11.0,tsu,19253,34.217,139.13299999999998,3.0,30.0,tsu,2011.0,23604,1
24708,11.0,tsu,19254,33.133,139.8,3.0,30.0,tsu,2011.0,23604,1
24709,11.0,tsu,19255,27.0939,142.1947,3.0,30.0,tsu,2011.0,23604,1
24710,11.0,tsu,19256,24.283056,153.986389,3.0,30.0,tsu,2011.0,23604,1
24711,11.0,tsu,19257,35.256,139.16,3.0,30.0,tsu,2011.0,23604,1
24712,11.0,tsu,19258,37.917,139.05,3.0,30.0,tsu,2011.0,23604,1
24713,11.0,tsu,19259,38.467,139.267,3.0,30.0,tsu,2011.0,23604,1
24714,11.0,tsu,19260,36.333,140.583,3.0,30.0,tsu,2011.0,23604,1
24715,11.0,tsu,19264,35.016999999999996,138.88299999999998,3.0,30.0,tsu,2011.0,23604,1
24716,11.0,tsu,19268,34.483000000000004,136.817,3.0,30.0,tsu,2011.0,23604,1
24717,11.0,tsu,19269,34.083,136.2,3.0,30.0,tsu,2011.0,23604,1
24718,11.0,tsu,19271,33.55,135.9,3.0,30.0,tsu,2011.0,23604,1
24719,11.0,tsu,19273,33.766999999999996,134.6,3.0,30.0,tsu,2011.0,23604,1
24720,11.0,tsu,19274,33.383,133.3,3.0,30.0,tsu,2011.0,23604,1
24721,11.0,tsu,19275,31.583000000000002,131.417,3.0,30.0,tsu,2011.0,23604,1
24722,11.0,tsu,19276,31.9,131.45,3.0,30.0,tsu,2011.0,23604,1
24723,11.0,tsu,19277,31.4667,131.105,3.0,30.0,tsu,2011.0,23604,1
24724,11.0,tsu,19278,38.65,141.44,3.0,30.0,tsu,2011.0,23604,1
24725,11.0,tsu,19325,36.5997,140.6512,3.0,30.0,tsu,2011.0,23604,1
24726,11.0,tsu,20821,38.188517,140.922674,3.0,30.0,tsu,2011.0,23604,1
24727,11.0,tsu,20822,40.096583,141.825972,3.0,30.0,tsu,2011.0,23604,1
24728,11.0,tsu,20823,39.937861,141.940844,3.0,30.0,tsu,2011.0,23604,1
24729,11.0,tsu,20824,39.919286,141.938964,3.0,30.0,tsu,2011.0,23604,1
24730,11.0,tsu,20825,39.436111,142.00888899999998,3.0,30.0,tsu,2011.0,23604,1
24731,11.0,tsu,20826,39.45805,142.04656699999998,3.0,30.0,tsu,2011.0,23604,1
24732,11.0,tsu,20827,39.28875,141.916028,3.0,30.0,tsu,2011.0,23604,1
24733,11.0,tsu,20828,39.317572,141.972503,3.0,30.0,tsu,2011.0,23604,1
24734,11.0,tsu,20829,43.211220000000004,140.77498,3.0,30.0,tsu,2011.0,23604,1
24735,11.0,tsu,29230,21.290373000000002,-157.665088,3.0,150.0,tsu,2011.0,23604,1
24736,11.0,tsu,29231,21.281833,-157.67773300000002,3.0,150.0,tsu,2011.0,23604,1
24737,11.0,tsu,29232,21.289957,-157.665774,3.0,150.0,tsu,2011.0,23604,1
24738,11.0,tsu,29233,21.316217,-157.664733,3.0,150.0,tsu,2011.0,23604,1
24739,11.0,tsu,21054,36.953559000000006,140.9077,3.0,30.0,tsu,2011.0,23604,1
24740,11.0,tsu,21055,38.378306,141.079,3.0,30.0,tsu,2011.0,23604,1
24741,11.0,tsu,21085,38.293861,141.016167,3.0,30.0,tsu,2011.0,23604,1
24742,11.0,tsu,21086,38.385306,141.1595,3.0,30.0,tsu,2011.0,23604,1
24743,11.0,tsu,21087,38.316472,141.031778,3.0,30.0,tsu,2011.0,23604,1
24744,11.0,tsu,21088,36.057666999999995,140.622778,3.0,30.0,tsu,2011.0,23604,1
24745,11.0,tsu,21089,42.015426,143.146736,3.0,30.0,tsu,2011.0,23604,1
24746,11.0,tsu,21090,37.760349,140.969795,3.0,30.0,tsu,2011.0,23604,1
24747,11.0,tsu,21091,41.948581,143.217006,3.0,30.0,tsu,2011.0,23604,1
24748,11.0,tsu,21092,36.442989000000004,140.607203,3.0,30.0,tsu,2011.0,23604,1
24749,11.0,tsu,21093,36.00875,140.648861,3.0,30.0,tsu,2011.0,23604,1
24750,11.0,tsu,21094,40.151944,141.86861100000002,3.0,30.0,tsu,2011.0,23604,1
24751,11.0,tsu,21095,36.717333,140.726,3.0,30.0,tsu,2011.0,23604,1
24752,11.0,tsu,21096,35.86855,140.739686,3.0,30.0,tsu,2011.0,23604,1
24753,11.0,tsu,21097,36.714556,140.724444,3.0,30.0,tsu,2011.0,23604,1
24754,11.0,tsu,21098,36.449056,140.607861,3.0,30.0,tsu,2011.0,23604,1
24755,11.0,tsu,21099,39.484413,141.97378999999998,3.0,30.0,tsu,2011.0,23604,1
24756,11.0,tsu,21100,36.789139,140.750139,3.0,30.0,tsu,2011.0,23604,1
24757,11.0,tsu,21101,36.741833,140.730222,3.0,30.0,tsu,2011.0,23604,1
24758,11.0,tsu,21102,36.748583,140.73263899999998,3.0,30.0,tsu,2011.0,23604,1
24759,11.0,tsu,21103,42.009640999999995,143.150381,3.0,30.0,tsu,2011.0,23604,1
24760,11.0,tsu,21104,40.541167,141.565722,3.0,30.0,tsu,2011.0,23604,1
24761,11.0,tsu,21105,35.779610999999996,140.80813899999998,3.0,30.0,tsu,2011.0,23604,1
24762,11.0,tsu,21106,38.349894,141.051547,3.0,30.0,tsu,2011.0,23604,1
24763,11.0,tsu,21107,39.644557,141.975533,3.0,30.0,tsu,2011.0,23604,1
24764,11.0,tsu,21108,36.378805,140.626506,3.0,30.0,tsu,2011.0,23604,1
24765,11.0,tsu,21649,38.249081,140.9888,3.0,30.0,tsu,2011.0,23604,1
24766,11.0,tsu,21650,38.243083,140.967472,3.0,30.0,tsu,2011.0,23604,1
24767,11.0,tsu,21651,42.629282,141.61684,3.0,30.0,tsu,2011.0,23604,1
24768,11.0,tsu,21652,35.645583,140.580806,3.0,30.0,tsu,2011.0,23604,1
24769,11.0,tsu,31352,-0.36815,-90.58413333,3.0,100.0,tsu,2011.0,23604,1
24770,11.0,tsu,29210,21.642,-158.062717,3.0,150.0,tsu,2011.0,23604,1
24771,11.0,tsu,29211,21.659383,-158.057467,3.0,150.0,tsu,2011.0,23604,1
24772,11.0,tsu,29212,21.674882999999998,-158.03993300000002,3.0,150.0,tsu,2011.0,23604,1
24773,11.0,tsu,29213,21.697117000000002,-158.008933,3.0,150.0,tsu,2011.0,23604,1
24774,11.0,tsu,29214,21.669,-157.93725,3.0,150.0,tsu,2011.0,23604,1
24775,11.0,tsu,29215,21.652832999999998,-157.92785,3.0,150.0,tsu,2011.0,23604,1
24776,11.0,tsu,29216,21.6315,-157.921033,3.0,150.0,tsu,2011.0,23604,1
24777,11.0,tsu,29217,21.55845,-157.867167,3.0,150.0,tsu,2011.0,23604,1
24778,11.0,tsu,29218,21.26449,-157.78123100000002,3.0,150.0,tsu,2011.0,23604,1
24779,11.0,tsu,29219,21.266313,-157.779269,3.0,150.0,tsu,2011.0,23604,1
24780,11.0,tsu,29220,21.269070000000003,-157.777435,3.0,150.0,tsu,2011.0,23604,1
24781,11.0,tsu,29221,21.274774,-157.76536000000002,3.0,150.0,tsu,2011.0,23604,1
24782,11.0,tsu,29222,21.275048,-157.764946,3.0,150.0,tsu,2011.0,23604,1
24783,11.0,tsu,29223,21.275737,-157.763206,3.0,150.0,tsu,2011.0,23604,1
24784,11.0,tsu,29224,21.276175,-157.760301,3.0,150.0,tsu,2011.0,23604,1
24785,11.0,tsu,29225,21.278807999999998,-157.745109,3.0,150.0,tsu,2011.0,23604,1
24786,11.0,tsu,29226,21.278844,-157.744987,3.0,150.0,tsu,2011.0,23604,1
24787,11.0,tsu,29227,21.33541,-157.69571100000002,3.0,150.0,tsu,2011.0,23604,1
24788,11.0,tsu,29228,21.334417000000002,-157.695,3.0,150.0,tsu,2011.0,23604,1
24789,11.0,tsu,29229,21.334417000000002,-157.695,3.0,150.0,tsu,2011.0,23604,1
24790,11.0,tsu,21056,43.283028,145.58586100000002,3.0,30.0,tsu,2011.0,23604,1
24791,11.0,tsu,21057,38.013778,140.883361,3.0,30.0,tsu,2011.0,23604,1
24792,11.0,tsu,21058,38.113333000000004,140.926917,3.0,30.0,tsu,2011.0,23604,1
24793,11.0,tsu,21059,34.428571999999996,136.87626699999998,3.0,30.0,tsu,2011.0,23604,1
24794,11.0,tsu,21060,38.023610999999995,140.890806,3.0,30.0,tsu,2011.0,23604,1
24795,11.0,tsu,21061,38.421611,141.360806,3.0,30.0,tsu,2011.0,23604,1
24796,11.0,tsu,21062,42.586139,140.641472,3.0,30.0,tsu,2011.0,23604,1
24797,11.0,tsu,21063,38.153694,140.901028,3.0,30.0,tsu,2011.0,23604,1
24798,11.0,tsu,21064,38.375721999999996,141.115306,3.0,30.0,tsu,2011.0,23604,1
24799,11.0,tsu,21065,38.004611,140.888972,3.0,30.0,tsu,2011.0,23604,1
24800,11.0,tsu,21066,38.167556,140.933444,3.0,30.0,tsu,2011.0,23604,1
24801,11.0,tsu,21067,38.162389000000005,140.92302800000002,3.0,30.0,tsu,2011.0,23604,1
24802,11.0,tsu,21068,38.215806,140.96205600000002,3.0,30.0,tsu,2011.0,23604,1
24803,11.0,tsu,31314,-0.71046667,-89.25386667,3.0,100.0,tsu,2011.0,23604,1
24804,11.0,tsu,31315,-0.70943333,-89.25388333,3.0,100.0,tsu,2011.0,23604,1
24805,11.0,tsu,31316,-0.7077,-89.25356667,3.0,100.0,tsu,2011.0,23604,1
24806,11.0,tsu,31317,-0.70751667,-89.25421667,3.0,100.0,tsu,2011.0,23604,1
24807,11.0,tsu,31318,-0.70663333,-89.25478333,3.0,100.0,tsu,2011.0,23604,1
24808,11.0,tsu,31319,-0.70663333,-89.25478333,3.0,100.0,tsu,2011.0,23604,1
24809,11.0,tsu,31320,-0.70346667,-89.25505,3.0,100.0,tsu,2011.0,23604,1
24810,11.0,tsu,31321,-0.70346667,-89.25505,3.0,100.0,tsu,2011.0,23604,1
24811,11.0,tsu,31322,-0.69645,-89.30021667,3.0,100.0,tsu,2011.0,23604,1
24812,11.0,tsu,31323,-0.69655,-89.30018333,3.0,100.0,tsu,2011.0,23604,1
24813,11.0,tsu,31324,-0.69568333,-89.30151667,3.0,100.0,tsu,2011.0,23604,1
24814,11.0,tsu,31325,-0.69533333,-89.30225,3.0,100.0,tsu,2011.0,23604,1
24815,11.0,tsu,31326,-0.69533333,-89.30225,3.0,100.0,tsu,2011.0,23604,1
24816,11.0,tsu,31327,-0.69486667,-89.3026,3.0,100.0,tsu,2011.0,23604,1
24817,11.0,tsu,31328,-0.69315,-89.30316667,3.0,100.0,tsu,2011.0,23604,1
24818,11.0,tsu,31329,-0.69293333,-89.30325,3.0,100.0,tsu,2011.0,23604,1
24819,11.0,tsu,31330,-0.69261667,-89.30345,3.0,100.0,tsu,2011.0,23604,1
24820,11.0,tsu,31331,-0.68675,-89.34696667,3.0,100.0,tsu,2011.0,23604,1
24821,11.0,tsu,31332,-0.68675,-89.34696667,3.0,100.0,tsu,2011.0,23604,1
24822,11.0,tsu,31333,-0.75655,-89.4549,3.0,100.0,tsu,2011.0,23604,1
24823,11.0,tsu,31334,-0.75655,-89.4549,3.0,100.0,tsu,2011.0,23604,1
24824,11.0,tsu,31335,-0.75655,-89.4549,3.0,100.0,tsu,2011.0,23604,1
24825,11.0,tsu,31336,-0.75528333,-89.45405,3.0,100.0,tsu,2011.0,23604,1
24826,11.0,tsu,31337,-0.7545,-89.4531,3.0,100.0,tsu,2011.0,23604,1
24827,11.0,tsu,31338,-0.7545,-89.4531,3.0,100.0,tsu,2011.0,23604,1
24828,11.0,tsu,31339,-0.7539,-89.45258333,3.0,100.0,tsu,2011.0,23604,1
24829,11.0,tsu,31340,-0.75265,-89.45141667,3.0,100.0,tsu,2011.0,23604,1
24830,11.0,tsu,31341,-0.75265,-89.45141667,3.0,100.0,tsu,2011.0,23604,1
24831,11.0,tsu,31342,-0.60108333,-90.53753333,3.0,100.0,tsu,2011.0,23604,1
24832,11.0,tsu,31343,-0.54165,-90.51078333,3.0,100.0,tsu,2011.0,23604,1
24833,11.0,tsu,31344,-0.54143333,-90.51081667,3.0,100.0,tsu,2011.0,23604,1
24834,11.0,tsu,31345,-0.5401,-90.51193333,3.0,100.0,tsu,2011.0,23604,1
24835,11.0,tsu,31346,-0.5424,-90.51076667,3.0,100.0,tsu,2011.0,23604,1
24836,11.0,tsu,31347,-0.5424,-90.51076667,3.0,100.0,tsu,2011.0,23604,1
24837,11.0,tsu,31348,-0.5068,-90.41478333,3.0,100.0,tsu,2011.0,23604,1
24838,11.0,tsu,31349,-0.5068,-90.41478333,3.0,100.0,tsu,2011.0,23604,1
24839,11.0,tsu,31350,-0.50756667,-90.41548333,3.0,100.0,tsu,2011.0,23604,1
24840,11.0,tsu,31351,-0.50823333,-90.41691667,3.0,100.0,tsu,2011.0,23604,1
24841,11.0,tsu,22046,36.913753,140.825728,3.0,30.0,tsu,2011.0,23604,1
24842,11.0,tsu,22047,38.912614000000005,141.579739,3.0,30.0,tsu,2011.0,23604,1
24843,11.0,tsu,22048,38.135306,140.939333,3.0,30.0,tsu,2011.0,23604,1
24844,11.0,tsu,22049,38.889444,141.585361,3.0,30.0,tsu,2011.0,23604,1
24845,11.0,tsu,22050,37.991444,140.9045,3.0,30.0,tsu,2011.0,23604,1
24846,11.0,tsu,22051,35.700967,140.720353,3.0,30.0,tsu,2011.0,23604,1
24847,11.0,tsu,22052,38.177136,140.951092,3.0,30.0,tsu,2011.0,23604,1
24848,11.0,tsu,22053,39.593556,141.964806,3.0,30.0,tsu,2011.0,23604,1
24849,11.0,tsu,22054,38.351306,141.44161100000002,3.0,30.0,tsu,2011.0,23604,1
24850,11.0,tsu,22055,38.277833,141.023667,3.0,30.0,tsu,2011.0,23604,1
24851,11.0,tsu,22056,38.377917,141.15811100000002,3.0,30.0,tsu,2011.0,23604,1
24852,11.0,tsu,22057,38.868666999999995,141.578139,3.0,30.0,tsu,2011.0,23604,1
24853,11.0,tsu,22058,38.262861,141.019083,3.0,30.0,tsu,2011.0,23604,1
24854,11.0,tsu,22059,38.420444,141.214139,3.0,30.0,tsu,2011.0,23604,1
24855,11.0,tsu,22060,38.414667,141.2295,3.0,30.0,tsu,2011.0,23604,1
24856,11.0,tsu,22061,38.210444,140.950861,3.0,30.0,tsu,2011.0,23604,1
24857,11.0,tsu,22062,38.373028000000005,141.146306,3.0,30.0,tsu,2011.0,23604,1
24858,11.0,tsu,22063,38.14575,140.916639,3.0,30.0,tsu,2011.0,23604,1
24859,11.0,tsu,21046,41.733056,140.936111,3.0,30.0,tsu,2011.0,23604,1
24860,11.0,tsu,21047,38.251003000000004,140.986084,3.0,30.0,tsu,2011.0,23604,1
24861,11.0,tsu,21048,38.429860999999995,141.247917,3.0,30.0,tsu,2011.0,23604,1
24862,11.0,tsu,21049,36.355349,140.611899,3.0,30.0,tsu,2011.0,23604,1
24863,11.0,tsu,21050,38.143306,140.891056,3.0,30.0,tsu,2011.0,23604,1
24864,11.0,tsu,21051,38.339556,141.144667,3.0,30.0,tsu,2011.0,23604,1
24865,11.0,tsu,21052,38.153472,140.907944,3.0,30.0,tsu,2011.0,23604,1
24866,11.0,tsu,21053,38.024028,140.88299999999998,3.0,30.0,tsu,2011.0,23604,1
24867,11.0,tsu,19417,42.067,143.067,3.0,30.0,tsu,2011.0,23604,1
24868,11.0,tsu,19418,42.05,143.1,3.0,30.0,tsu,2011.0,23604,1
24869,11.0,tsu,19419,41.933,143.25,3.0,30.0,tsu,2011.0,23604,1
24870,11.0,tsu,19420,42.0,143.167,3.0,30.0,tsu,2011.0,23604,1
24871,11.0,tsu,19421,42.3,143.317,3.0,30.0,tsu,2011.0,23604,1
24872,11.0,tsu,19422,40.967,141.38299999999998,3.0,30.0,tsu,2011.0,23604,1
24873,11.0,tsu,19423,40.717,141.433,3.0,30.0,tsu,2011.0,23604,1
24874,11.0,tsu,19424,40.5833,141.45,3.0,30.0,tsu,2011.0,23604,1
24875,11.0,tsu,19426,40.41,141.715,3.0,30.0,tsu,2011.0,23604,1
24876,11.0,tsu,21489,38.551972,141.409056,3.0,30.0,tsu,2011.0,23604,1
24877,11.0,tsu,21490,36.950207,140.896058,3.0,30.0,tsu,2011.0,23604,1
24878,11.0,tsu,21491,38.179389,140.936667,3.0,30.0,tsu,2011.0,23604,1
24879,11.0,tsu,21492,37.144378,141.000536,3.0,30.0,tsu,2011.0,23604,1
24880,11.0,tsu,21493,42.454056,141.185667,3.0,30.0,tsu,2011.0,23604,1
24881,11.0,tsu,21494,40.5279,141.550503,3.0,30.0,tsu,2011.0,23604,1
24882,11.0,tsu,21495,38.369528,141.062222,3.0,30.0,tsu,2011.0,23604,1
24883,11.0,tsu,21496,38.405778000000005,141.156556,3.0,30.0,tsu,2011.0,23604,1
24884,11.0,tsu,21497,37.991721999999996,140.888361,3.0,30.0,tsu,2011.0,23604,1
24885,11.0,tsu,21498,42.115694,140.545639,3.0,30.0,tsu,2011.0,23604,1
24886,11.0,tsu,21499,38.423944,141.364694,3.0,30.0,tsu,2011.0,23604,1
24887,11.0,tsu,21500,38.125471999999995,140.910306,3.0,30.0,tsu,2011.0,23604,1
24888,11.0,tsu,21501,38.144083,140.933472,3.0,30.0,tsu,2011.0,23604,1
24889,11.0,tsu,21502,42.648,141.664361,3.0,30.0,tsu,2011.0,23604,1
24890,11.0,tsu,21503,42.04375,143.10275,3.0,30.0,tsu,2011.0,23604,1
24891,11.0,tsu,21504,37.967139,140.890194,3.0,30.0,tsu,2011.0,23604,1
24892,11.0,tsu,22045,35.702372,140.705628,3.0,30.0,tsu,2011.0,23604,1
24893,11.0,tsu,20960,33.848889,134.623611,3.0,30.0,tsu,2011.0,23604,1
24894,11.0,tsu,20961,42.036289000000004,143.11938600000002,3.0,30.0,tsu,2011.0,23604,1
24895,11.0,tsu,20962,36.583333,140.662194,3.0,30.0,tsu,2011.0,23604,1
24896,11.0,tsu,20963,37.818006,140.94288899999998,3.0,30.0,tsu,2011.0,23604,1
24897,11.0,tsu,20964,42.186333000000005,142.70818300000002,3.0,30.0,tsu,2011.0,23604,1
24898,11.0,tsu,21505,36.620583,140.686083,3.0,30.0,tsu,2011.0,23604,1
24899,11.0,tsu,21506,38.082941999999996,140.923519,3.0,30.0,tsu,2011.0,23604,1
24900,11.0,tsu,21507,38.229,140.95619399999998,3.0,30.0,tsu,2011.0,23604,1
24901,11.0,tsu,21508,38.28725,141.003917,3.0,30.0,tsu,2011.0,23604,1
24902,11.0,tsu,21509,38.428360999999995,141.266444,3.0,30.0,tsu,2011.0,23604,1
24903,11.0,tsu,21510,35.692394,140.727753,3.0,30.0,tsu,2011.0,23604,1
24904,11.0,tsu,21511,38.295444,141.016889,3.0,30.0,tsu,2011.0,23604,1
24905,11.0,tsu,21512,42.652611,141.698472,3.0,30.0,tsu,2011.0,23604,1
24906,11.0,tsu,21513,35.692471999999995,140.729944,3.0,30.0,tsu,2011.0,23604,1
24907,11.0,tsu,21514,36.616639,140.681222,3.0,30.0,tsu,2011.0,23604,1
24908,11.0,tsu,21515,38.290083,141.06002800000002,3.0,30.0,tsu,2011.0,23604,1
24909,11.0,tsu,21516,37.968833000000004,140.900139,3.0,30.0,tsu,2011.0,23604,1
24910,11.0,tsu,21517,35.96733,140.677987,3.0,30.0,tsu,2011.0,23604,1
24911,11.0,tsu,21518,38.261028,140.98575,3.0,30.0,tsu,2011.0,23604,1
24912,11.0,tsu,21519,38.221167,140.95113899999998,3.0,30.0,tsu,2011.0,23604,1
24913,11.0,tsu,21520,38.321556,141.026028,3.0,30.0,tsu,2011.0,23604,1
24914,11.0,tsu,20503,39.021471999999996,141.627278,3.0,30.0,tsu,2011.0,23604,1
24915,11.0,tsu,20504,38.398917,141.481889,3.0,30.0,tsu,2011.0,23604,1
24916,11.0,tsu,20505,38.678944,141.44833300000002,3.0,30.0,tsu,2011.0,23604,1
24917,11.0,tsu,20506,39.019917,141.632472,3.0,30.0,tsu,2011.0,23604,1
24918,11.0,tsu,20507,38.680639,141.487833,3.0,30.0,tsu,2011.0,23604,1
24919,11.0,tsu,20508,38.380972,141.486469,3.0,30.0,tsu,2011.0,23604,1
24920,11.0,tsu,20509,39.106722,141.81127800000002,3.0,30.0,tsu,2011.0,23604,1
24921,11.0,tsu,31306,-0.90193333,-89.61393333,3.0,100.0,tsu,2011.0,23604,1
24922,11.0,tsu,31307,-0.89965,-89.6093,3.0,100.0,tsu,2011.0,23604,1
24923,11.0,tsu,31308,-0.89851667,-89.60946667,3.0,100.0,tsu,2011.0,23604,1
24924,11.0,tsu,31309,-0.71336667,-89.24676667,3.0,100.0,tsu,2011.0,23604,1
24925,11.0,tsu,31310,-0.71318333,-89.24731667,3.0,100.0,tsu,2011.0,23604,1
24926,11.0,tsu,31311,-0.71191667,-89.25331667,3.0,100.0,tsu,2011.0,23604,1
24927,11.0,tsu,31312,-0.71183333,-89.25348333,3.0,100.0,tsu,2011.0,23604,1
24928,11.0,tsu,31313,-0.7111,-89.25371667,3.0,100.0,tsu,2011.0,23604,1
24929,11.0,tsu,31393,-0.68808333,-91.25023333,3.0,100.0,tsu,2011.0,23604,1
24930,11.0,tsu,31394,-0.68765,-91.24983333,3.0,100.0,tsu,2011.0,23604,1
24931,11.0,tsu,31395,-0.68765,-91.24983333,3.0,100.0,tsu,2011.0,23604,1
24932,11.0,tsu,31396,-0.68685,-91.24946667,3.0,100.0,tsu,2011.0,23604,1
24933,11.0,tsu,31397,-0.68601667,-91.24916667,3.0,100.0,tsu,2011.0,23604,1
24934,11.0,tsu,31398,-0.68601667,-91.24916667,3.0,100.0,tsu,2011.0,23604,1
24935,11.0,tsu,31399,-0.68451667,-91.24886667,3.0,100.0,tsu,2011.0,23604,1
24936,11.0,tsu,31400,-0.68451667,-91.24886667,3.0,100.0,tsu,2011.0,23604,1
24937,11.0,tsu,19335,-36.833,175.709,3.0,170.0,tsu,2011.0,23604,1
24938,11.0,tsu,19336,-37.6304,176.18599999999998,3.0,170.0,tsu,2011.0,23604,1
24939,11.0,tsu,19337,-43.7315,-176.733,3.0,170.0,tsu,2011.0,23604,1
24940,11.0,tsu,19338,-38.0659,174.8232,3.0,170.0,tsu,2011.0,23604,1
24941,11.0,tsu,19298,38.3,141.033,3.0,30.0,tsu,2011.0,23604,1
24942,11.0,tsu,19373,41.547,-124.083,3.0,100.0,tsu,2011.0,23604,1
24943,11.0,tsu,19409,41.783,140.733,3.0,30.0,tsu,2011.0,23604,1
24944,11.0,tsu,19410,33.58,130.42,3.0,30.0,tsu,2011.0,23604,1
24945,11.0,tsu,19411,42.1028,140.5722,3.0,30.0,tsu,2011.0,23604,1
24946,11.0,tsu,19412,42.567,141.917,3.0,30.0,tsu,2011.0,23604,1
24947,11.0,tsu,19413,42.333,142.36700000000002,3.0,30.0,tsu,2011.0,23604,1
24948,11.0,tsu,19358,39.016999999999996,141.75,3.0,30.0,tsu,2011.0,23604,1
24949,11.0,tsu,19359,39.016999999999996,141.75,3.0,30.0,tsu,2011.0,23604,1
24950,11.0,tsu,19360,40.533,141.533,3.0,30.0,tsu,2011.0,23604,1
24951,11.0,tsu,19361,39.266999999999996,141.88299999999998,3.0,30.0,tsu,2011.0,23604,1
24952,11.0,tsu,19362,38.139444,140.91666659999999,3.0,30.0,tsu,2011.0,23604,1
24953,11.0,tsu,19308,38.433,141.45,3.0,30.0,tsu,2011.0,23604,1
24954,11.0,tsu,20946,35.277833,139.852025,3.0,30.0,tsu,2011.0,23604,1
24955,11.0,tsu,20947,37.025166999999996,140.96338899999998,3.0,30.0,tsu,2011.0,23604,1
24956,11.0,tsu,20948,38.320015000000005,141.017833,3.0,30.0,tsu,2011.0,23604,1
24957,11.0,tsu,20949,37.726842,140.992375,3.0,30.0,tsu,2011.0,23604,1
24958,11.0,tsu,20950,42.137823,142.910952,3.0,30.0,tsu,2011.0,23604,1
24959,11.0,tsu,20951,37.96929,140.882401,3.0,30.0,tsu,2011.0,23604,1
24960,11.0,tsu,20952,42.46412,142.17078899999998,3.0,30.0,tsu,2011.0,23604,1
24961,11.0,tsu,20953,38.290965,140.984365,3.0,30.0,tsu,2011.0,23604,1
24962,11.0,tsu,20954,38.267672,140.973559,3.0,30.0,tsu,2011.0,23604,1
24963,11.0,tsu,20955,38.290976,141.046332,3.0,30.0,tsu,2011.0,23604,1
24964,11.0,tsu,20956,38.255793,140.963186,3.0,30.0,tsu,2011.0,23604,1
24965,11.0,tsu,20957,38.893899,141.564113,3.0,30.0,tsu,2011.0,23604,1
24966,11.0,tsu,20958,38.288253000000005,140.999441,3.0,30.0,tsu,2011.0,23604,1
24967,11.0,tsu,20959,42.129589,142.935271,3.0,30.0,tsu,2011.0,23604,1
24968,11.0,tsu,29195,21.57855,-158.2291,3.0,150.0,tsu,2011.0,23604,1
24969,11.0,tsu,29201,21.59355,-158.106783,3.0,150.0,tsu,2011.0,23604,1
