	I_D	FLAG_TSUNAMI	YEAR	MONTH	DAY	HOUR	MINUTE	SECOND	FOCAL_DEPTH	EQ_PRIMARY	EQ_MAG_MW	EQ_MAG_MS	EQ_MAG_MB	EQ_MAG_ML	EQ_MAG_MFA	EQ_MAG_UNK	INTENSITY	COUNTRY	STATE	LOCATION_NAME	LATITUDE	LONGITUDE	REGION_CODE	DEATHS	DEATHS_DESCRIPTION	MISSING	MISSING_DESCRIPTION	INJURIES	INJURIES_DESCRIPTION	DAMAGE_MILLIONS_DOLLARS	DAMAGE_DESCRIPTION	HOUSES_DESTROYED	HOUSES_DESTROYED_DESCRIPTION	HOUSES_DAMAGED	HOUSES_DAMAGED_DESCRIPTION	TOTAL_DEATHS	TOTAL_DEATHS_DESCRIPTION	TOTAL_MISSING	TOTAL_MISSING_DESCRIPTION	TOTAL_INJURIES	TOTAL_INJURIES_DESCRIPTION	TOTAL_DAMAGE_MILLIONS_DOLLARS	TOTAL_DAMAGE_DESCRIPTION	TOTAL_HOUSES_DESTROYED	TOTAL_HOUSES_DESTROYED_DESCRIPTION	TOTAL_HOUSES_DAMAGED	TOTAL_HOUSES_DAMAGED_DESCRIPTION	COORDS
5280	6763		2005	7.0	25.0	15.0	43.0	 41.1	48.0	4.7		4.7	5.0					CHINA		CHINA:  DAQING	  46.827	  125.058	30.0	1.0	1.0			12.0	1.0							1.0	1.0			12.0	1.0							('  46.827', '  125.058')
5281	6764		2005	7.0	26.0	4.0	8.0	 37.1	13.0	5.6	5.6	5.2	5.7				6.0	USA	MT	MONTANA:  DILLON, SILVER STAR, TWIN BRIDGES	  45.365	 -112.615	150.0								1.0												1.0					('  45.365', ' -112.615')
5282	6765		2005	7.0	30.0	21.0	45.0	    	5.0	5.3	5.3	4.8	4.8					TURKEY		TURKEY:  BAHCEKARADALAK, SIRAPINAR, YENIYAPANSEYHLI	  39.437	   33.089	140.0								1.0												1.0					('  39.437', '   33.089')
5283	6766		2005	8.0	5.0	14.0	14.0	 48.0	42.0	4.8		4.8	5.2					CHINA		CHINA:  YUNNAN PROVINCE:  HUIZE	  26.569	  103.036	30.0					9.0	1.0		2.0	3700.0	4.0	3700.0	4.0					9.0	1.0		2.0	3700.0	4.0			('  26.569', '  103.036')
5284	6767		2005	8.0	5.0	18.0	7.0	 13.8	10.0	4.5			4.5					VIETNAM		VIETNAM:  HO CHI MINH CITY	   9.985	  108.383	60.0								1.0												1.0					('   9.985', '  108.383')
5285	6768		2005	8.0	9.0	5.0	9.0	 20.8	10.0	5.1			5.1	5.0				IRAN		IRAN:  FIRUZABAD	  28.850	   52.560	140.0								1.0												1.0					('  28.850', '   52.560')
5286	6769		2005	8.0	13.0	4.0	58.0	 44.8	10.0	4.5		4.5	4.8					CHINA		CHINA:  YUNNAN PROVINCE:  WENSHAN	  23.627	  104.103	30.0					26.0	1.0		1.0		2.0		2.0					26.0	1.0		1.0		2.0			('  23.627', '  104.103')
5287	6770		2005	8.0	14.0	2.0	39.0	 40.3	11.0	5.8	5.8		5.7					CHILE		CHILE:  TARAPACA	 -19.780	  -68.980	160.0								1.0												1.0					(' -19.780', '  -68.980')
5288	6771		2005	8.0	14.0	6.0	33.0	 32.5	35.0	4.4			4.4				7.0	INDIA		INDIA:  MAHARASHTRA	  17.398	   74.118	60.0								2.0												2.0					('  17.398', '   74.118')
5289	6739	Tsu	2005	8.0	16.0	2.0	46.0	 28.4	36.0	7.2	7.2	6.8	6.5					JAPAN		JAPAN:  EAST COAST HONSHU	  38.276	  142.039	30.0					56.0	2.0		1.0	1.0	1.0							56.0	2.0		1.0	1.0	1.0			('  38.276', '  142.039')
5290	6773		2005	8.0	16.0	3.0	45.0	 54.1	43.0	4.4			4.4				6.0	INDIA		INDIA:  UTTARANCHAL:  UTTARKAHI	  30.924	   78.560	60.0								1.0		1.0		1.0								1.0		1.0			('  30.924', '   78.560')
5291	6774		2005	8.0	30.0	8.0	53.0	 17.4	10.0	4.7			4.7				6.0	INDIA		INDIA: MAHARASHTRA: AMBEGHAR, DICHOLI, KISRULE	  17.067	   73.773	60.0								1.0												1.0					('  17.067', '   73.773')
5292	6775		2005	9.0	9.0	7.0	26.0	 43.7	90.0	7.7	7.7		6.3					PAPUA NEW GUINEA		PAPUA NEW GUINEA:  NEW IRELAND	  -4.539	  153.474	170.0																									('  -4.539', '  153.474')
5293	6822		2005	9.0	24.0	19.0	24.0	  2.6	12.0	5.6	5.6	5.0	5.1					ETHIOPIA		ETHIOPIA:  DABBAHU	  12.471	   40.634	10.0																				2.0					('  12.471', '   40.634')
5294	6776		2005	9.0	26.0	1.0	55.0	 37.6	115.0	7.5	7.5		6.7					PERU		PERU:  LAMAS, CHACHAPOYAS, MOYOBAMBA, TARAPOTA	  -5.678	  -76.398	160.0	5.0	1.0			60.0	2.0		2.0		3.0			5.0	1.0			60.0	2.0		2.0		3.0			('  -5.678', '  -76.398')
5295	6777		2005	10.0	1.0	22.0	19.0	 51.3	20.0	5.3			5.3	5.4				PERU		PERU:  MOQUEGUA	 -16.635	  -70.794	160.0					10.0	1.0		1.0	300.0	3.0							10.0	1.0		1.0	300.0	3.0			(' -16.635', '  -70.794')
5296	6778		2005	10.0	8.0	3.0	50.0	 40.8	26.0	7.6	7.6	7.7	6.9				8.0	PAKISTAN		PAKISTAN:  MUZAFFARABAD, URI, ANANTNAG, BARAMULA	  34.539	   73.588	60.0	86000.0	4.0			69000.0	4.0	5200.0	4.0		3.0		3.0	80361.0	4.0			71574.0	4.0	5200.0	4.0		3.0			('  34.539', '   73.588')
5297	6779		2005	10.0	20.0	21.0	40.0	  4.0	10.0	5.9	5.9	5.7	5.5					TURKEY		TURKEY:  IZMIR	  38.152	   26.751	140.0	1.0	1.0			15.0	1.0		1.0		2.0		2.0	1.0	1.0			15.0	1.0		1.0		2.0			('  38.152', '   26.751')
5298	6824		2005	10.0	24.0	17.0	35.0	 33.8	35.0	4.8			4.8				6.0	ECUADOR		ECUADOR:  BAEZA	   -.507	  -77.745	160.0								1.0												1.0					('   -.507', '  -77.745')
5299	6825		2005	10.0	27.0	11.0	18.0	 57.3	10.0	4.2			4.2					CHINA		CHINA:  GUANGXI PROVINCE	  23.604	  107.798	30.0	1.0	1.0			1.0	1.0		1.0		1.0			1.0	1.0			1.0	1.0		1.0		1.0			('  23.604', '  107.798')
5300	6826		2005	10.0	31.0	2.0	10.0	 28.7	40.0	5.4	5.4		5.4					PERU		PERU:  N	  -5.852	  -78.704	160.0									20.0	1.0											20.0	1.0			('  -5.852', '  -78.704')
5301	6827	Tsu	2005	11.0	14.0	21.0	38.0	 51.4	11.0	7.0	7.0	6.8	6.7					JAPAN		JAPAN:  EAST COAST HONSHU	  38.107	  144.896	30.0																									('  38.107', '  144.896')
5302	6828		2005	11.0	26.0	0.0	49.0	 37.6	10.0	5.2	5.2	4.9	5.4					CHINA		CHINA:  JIANGXI:  JIUJIANG, RUICHANG	  29.695	  115.689	30.0	16.0	1.0			8000.0	4.0		3.0	150000.0	4.0			16.0	1.0			8000.0	4.0		3.0	150000.0	4.0			('  29.695', '  115.689')
5303	7251		2005	11.0	26.0	15.0	56.0	 55.0	9.0	4.4		4.4	5.3	5.3				TURKEY		TURKEY:  DOGANYOL	  38.260	   38.814	140.0								1.0												1.0					('  38.260', '   38.814')
5304	6829		2005	11.0	27.0	10.0	22.0	 19.1	10.0	6.0	6.0	5.8	6.1					IRAN		IRAN:  QESHM, ZIRANG	  26.774	   55.858	140.0	13.0	1.0			100.0	2.0		2.0					13.0	1.0			100.0	2.0		2.0					('  26.774', '   55.858')
5305	6830		2005	12.0	5.0	12.0	19.0	 56.6	22.0	6.8	6.8	7.2	6.4					CONGO		CONGO:  KALEMIE	  -6.224	   29.830	10.0	6.0	1.0						1.0	300.0	3.0			6.0	1.0						1.0	300.0	3.0			('  -6.224', '   29.830')
5306	6831		2005	12.0	12.0	21.0	47.0	 46.0	225.0	6.5	6.5		6.0					AFGHANISTAN		AFGHANISTAN:  TILI, JALALABAD, BADAKHSHAN	  36.357	   71.093	40.0	5.0	1.0			1.0	1.0		1.0	100.0	2.0	100.0	2.0	5.0	1.0			1.0	1.0		1.0	100.0	2.0			('  36.357', '   71.093')
5307	7252		2005	12.0	14.0	7.0	9.0	 54.1	44.0	5.3			5.3					INDIA		INDIA:  JAUSARI, CHAMOLI, NANDPRAYAG	  30.476	   79.255	60.0	1.0	1.0			4.0	1.0		2.0	1.0	1.0	1.0	1.0	1.0	1.0			4.0	1.0		2.0	1.0	1.0			('  30.476', '   79.255')
5308	7253		2005	12.0	24.0	3.0	56.0	  7.3	14.0	4.3			4.3	4.6				TURKEY		TURKEY:  AKHISAR	  38.804	   26.783	140.0								1.0												1.0					('  38.804', '   26.783')
5309	7222		2006	1.0	8.0	11.0	34.0	 55.6	66.0	6.7	6.7		6.5					GREECE		GREECE:  SOUTHERN	  36.311	   23.212	130.0					3.0	1.0		1.0		1.0							3.0	1.0		1.0		1.0			('  36.311', '   23.212')
5310	8956		2006	1.0	27.0	16.0	58.0	 53.6	397.0	7.6	7.6		7.0					INDONESIA		INDONESIA:  BANDA SEA	  -5.473	  128.131	170.0																									('  -5.473', '  128.131')
5311	7223		2006	2.0	14.0	0.0	55.0	 25.0	30.0	5.3	5.3	4.8	5.4					INDIA		INDIA:  SIKKIM	  27.382	   88.388	60.0	2.0	1.0			2.0	1.0		1.0					2.0	1.0			2.0	1.0		1.0					('  27.382', '   88.388')
5312	7224		2006	2.0	20.0	17.0	20.0	  9.0	10.0	4.6			4.6	4.6				BULGARIA		GREECE-BULGARIA BORDER REGION	  41.708	   25.544	110.0					2.0	1.0				1.0		1.0					2.0	1.0				1.0			('  41.708', '   25.544')
5313	7225		2006	2.0	22.0	22.0	19.0	  7.8	11.0	7.0	7.0	7.5	6.5					MOZAMBIQUE		MOZAMBIQUE	 -21.324	   33.583	10.0	4.0	1.0			36.0	1.0		2.0	294.0	3.0			4.0	1.0			36.0	1.0		2.0	294.0	3.0			(' -21.324', '   33.583')
5314	7226		2006	2.0	23.0	20.0	4.0	 53.5	10.0	5.8	5.8	5.3	5.5					BHUTAN		BHUTAN:  TASHIGANG	  26.912	   91.705	60.0								1.0	126.0	3.0	126.0	3.0								1.0	126.0	3.0			('  26.912', '   91.705')
5315	7227		2006	2.0	28.0	7.0	31.0	  2.6	18.0	6.0	6.0	6.2	5.8					IRAN		IRAN:  SOUTHERN	  28.120	   56.865	140.0					6.0	1.0		2.0		3.0		3.0					6.0	1.0		2.0		3.0			('  28.120', '   56.865')
5316	7228		2006	3.0	7.0	18.0	20.0	 46.1	10.0	5.5	5.5	5.1	5.2					INDIA		INDIA:  GUJARAT	  23.777	   70.899	60.0					7.0	1.0		1.0		1.0		1.0					7.0	1.0		1.0		1.0			('  23.777', '   70.899')
5317	7229		2006	3.0	10.0	7.0	50.0	 14.3	10.0	4.9			4.9					PAKISTAN		PAKISTAN:  MIRPUR DISTRICT	  33.129	   73.887	60.0	1.0	1.0			22.0	1.0							1.0	1.0			22.0	1.0							('  33.129', '   73.887')
5318	7230	Tsu	2006	3.0	14.0	6.0	57.0	 33.8	30.0	6.7	6.7	6.7	6.4					INDONESIA		INDONESIA:  SERAM	  -3.595	  127.214	170.0								2.0	241.0	3.0			4.0	1.0						2.0	241.0	3.0			('  -3.595', '  127.214')
5319	7231		2006	3.0	20.0	19.0	44.0	 25.1	10.0	4.9		4.9	5.0					ALGERIA		ALGERIA:  NORTHERN	  36.623	    5.328	15.0	4.0	1.0			9.0	1.0			62.0	2.0	62.0	2.0	4.0	1.0			9.0	1.0			62.0	2.0			('  36.623', '    5.328')
5320	7232		2006	3.0	25.0	7.0	28.0	 57.6	18.0	5.9	5.9	5.5	5.7					IRAN		IRAN:  SOUTHERN	  27.574	   55.685	140.0	1.0	1.0			1.0	1.0		1.0					1.0	1.0			1.0	1.0		1.0					('  27.574', '   55.685')
5321	7233		2006	3.0	28.0	8.0	35.0	 43.3	30.0	5.0			5.0					INDONESIA		INDONESIA:  N. SUMATRA: TAPAKTUAN	   3.462	   97.224	170.0								1.0												1.0					('   3.462', '   97.224')
5322	7234		2006	3.0	31.0	1.0	17.0	   .9	7.0	6.1	6.1	6.0	5.7					IRAN		IRAN:  WESTERN:  BORUJERD, DORUD	  33.500	   48.780	140.0	70.0	2.0			1300.0	4.0		3.0		3.0		3.0	70.0	2.0			1300.0	4.0		3.0		3.0			('  33.500', '   48.780')
5323	7235		2006	3.0	31.0	12.0	23.0	 17.8	10.0	4.9			4.9					CHINA		CHINA:  JILIN PROVINCE:  JILIN, SONGYUAN	  44.624	  124.122	30.0								1.0		2.0										1.0		2.0			('  44.624', '  124.122')
5324	7236		2006	4.0	1.0	10.0	2.0	 19.5	9.0	6.2	6.2	6.1	6.0					TAIWAN		TAIWAN:  T'AIT-TUNG	  22.868	  121.278	30.0					42.0	1.0		1.0		2.0							42.0	1.0		1.0		2.0			('  22.868', '  121.278')
5325	7237		2006	4.0	4.0	9.0	12.0	 23.4	10.0	4.8			4.8					PAKISTAN		PAKISTAN:  BATGRAM	  34.600	   73.136	60.0					28.0	1.0		1.0		2.0		2.0					28.0	1.0		1.0		2.0			('  34.600', '   73.136')
5326	7238		2006	4.0	6.0	17.0	59.0	 16.4	10.0	5.5	5.5	5.2	5.5					INDIA		INDIA:  GUJARAT	  23.322	   70.477	60.0								1.0												1.0					('  23.322', '   70.477')
5327	7239		2006	4.0	11.0	0.0	2.0	 41.5	18.0	5.5	5.5	5.1	5.1					GREECE		GREECE:  ZAKYNTHOS	  37.640	   20.920	130.0								1.0												1.0					('  37.640', '   20.920')
5328	7240		2006	4.0	19.0	2.0	5.0	 42.9	33.0	5.7	5.7	5.7	5.2					CHINA		CHINA:  TIBET (XIZANG PROVINCE)	  31.607	   90.413	40.0								1.0		2.0										1.0		2.0			('  31.607', '   90.413')
5329	7241		2006	4.0	20.0	23.0	25.0	  2.1	22.0	7.6	7.6	7.6	6.8					RUSSIA		RUSSIA:  KORYAKSKIY	  60.949	  167.089	50.0					40.0	1.0	55.0	4.0		3.0							40.0	1.0	55.0	4.0		3.0			('  60.949', '  167.089')
5330	7078	Tsu	2006	5.0	3.0	15.0	26.0	 40.2	55.0	7.9	7.9	7.8	7.2				7.0	TONGA		TONGA ISLANDS	 -20.187	 -174.123	170.0					1.0	1.0		1.0									1.0	1.0		1.0					(' -20.187', ' -174.123')
5331	7242		2006	5.0	4.0	17.0	43.0	  9.7		4.5				4.5				PANAMA		PANAMA:  BOQUETE	   8.898	  -82.543	100.0								1.0												1.0					('   8.898', '  -82.543')
5332	7243		2006	5.0	7.0	6.0	20.0	 53.7	14.0	4.1		4.1	4.8					IRAN		IRAN:  ZARAND	  30.790	   56.700	140.0					70.0	2.0		1.0		1.0		1.0					70.0	2.0		1.0		2.0			('  30.790', '   56.700')
5333	7244		2006	5.0	12.0	8.0	16.0	 56.5	17.0	5.5	5.5	4.9	5.4					INDONESIA		INDONESIA:  SUMATRA:  KALIANDAK	  -5.575	  105.395	170.0								1.0		2.0		2.0								1.0		2.0			('  -5.575', '  105.395')
5334	7245		2006	5.0	26.0	22.0	53.0	 58.9	13.0	6.3	6.3	6.2	6.0					INDONESIA		INDONESIA:   JAVA:  BANTUL, YOGYAKARTA	  -7.961	  110.446	60.0	5749.0	4.0			38568.0	4.0	3100.0	4.0	127000.0	4.0	127000.0	4.0	5749.0	4.0			38568.0	4.0	3100.0	4.0	127000.0	4.0			('  -7.961', '  110.446')
5335	7246		2006	6.0	3.0	7.0	15.0	 35.6	5.0	5.1				5.1				IRAN		IRAN:  SOUTHERN:  QESHM	  26.759	   55.843	140.0	2.0	1.0			4.0	1.0		1.0		2.0		2.0	2.0	1.0			4.0	1.0		1.0		2.0			('  26.759', '   55.843')
5336	7247		2006	6.0	3.0	11.0	7.0	 45.0	10.0	4.1			4.1					TURKEY		TURKEY:  HAKKARI	  37.605	   43.787	140.0								1.0												1.0					('  37.605', '   43.787')
5337	7407		2006	6.0	3.0	16.0	34.0	 25.8	10.0	3.8			3.8					MALAWI		MALAWI:  SALIMA	 -14.520	   34.280	10.0								1.0												1.0					(' -14.520', '   34.280')
5338	7248		2006	6.0	11.0	20.0	1.0	 26.3	140.0	6.3	6.3		5.9					JAPAN		JAPAN:  KYUSHU	  33.129	  131.141	30.0					8.0	1.0											8.0	1.0							('  33.129', '  131.141')
5339	7249		2006	6.0	13.0	14.0	15.0	 38.3	10.0	4.5			4.5	4.8				ALBANIA		ALBANIA:  TEPELENE	  40.270	   19.960	130.0					1.0	1.0		1.0	12.0	1.0							1.0	1.0		1.0	12.0	1.0			('  40.270', '   19.960')
5340	7250		2006	6.0	20.0	16.0	52.0	 57.9	24.0	4.5		4.5	5.1					CHINA		CHINA:  GANSU PROVINCE	  33.068	  104.950	30.0					5.0	1.0		1.0		1.0							5.0	1.0		1.0		1.0			('  33.068', '  104.950')
5341	7181	Tsu	2006	7.0	17.0	8.0	19.0	 25.0	34.0	7.7	7.7	7.2	6.1					INDONESIA		INDONESIA:  JAVA	  -9.254	  107.411	170.0													802.0	3.0			498.0	3.0	55.0	4.0	1623.0	4.0			('  -9.254', '  107.411')
5342	7321		2006	7.0	22.0	1.0	10.0	 29.0	56.0	4.9	4.9	4.6	5.0					CHINA		CHINA:  YANJIN	  27.995	  104.138	30.0	22.0	1.0			106.0	3.0							22.0	1.0			106.0	3.0							('  27.995', '  104.138')
5343	7363		2006	7.0	29.0	0.0	11.0	 51.3	34.0	5.6	5.6	5.2	4.8					TAJIKISTAN		TAJIKISTAN:  PANJ-QUMSANGIR	  37.255	   68.828	40.0	3.0	1.0			19.0	1.0			721.0	3.0	721.0	3.0	3.0	1.0			19.0	1.0			721.0	3.0			('  37.255', '   68.828')
5344	7364		2006	8.0	5.0	14.0	3.0	 43.7	22.0	5.6	5.6	5.2	5.7				5.0	ARGENTINA		ARGENTINA:  MENDOZA	 -33.131	  -68.707	160.0								1.0												1.0					(' -33.131', '  -68.707')
5345	7365		2006	8.0	18.0	11.0	45.0	 49.4	10.0	4.7			4.7					TAJIKISTAN		TAJIKISTAN:  DUSHANBE (STALINABAD)	  38.246	   69.220	40.0								1.0												1.0					('  38.246', '   69.220')
5346	7366		2006	8.0	24.0	20.0	1.0	   .2	5.0	4.3				4.3				FRANCE		FRANCE	  45.840	    -.140	120.0								1.0												1.0					('  45.840', '    -.140')
5347	7367		2006	8.0	25.0	5.0	51.0	 44.3	22.0	4.6		4.6	5.2					CHINA		CHINA:  SICHUAN PROVINCE	  28.012	  104.151	30.0	1.0	1.0			31.0	1.0		2.0					1.0	1.0			31.0	1.0		2.0					('  28.012', '  104.151')
5348	7370		2006	9.0	10.0	14.0	56.0	  8.1	14.0	5.8	5.8	5.5	5.9					MEXICO		GULF OF MEXICO	  26.319	  -86.606	90.0																									('  26.319', '  -86.606')
5349	7369	Tsu	2006	9.0	28.0	6.0	22.0	  9.7	28.0	6.9	6.9	6.6	6.5				4.0	SAMOA		SAMOA ISLANDS	 -16.592	 -172.033	170.0																									(' -16.592', ' -172.033')
5350	7408		2006	9.0	29.0	13.0	8.0	 26.1	53.0	6.1	6.1	5.4	5.9					TRINIDAD AND TOBAGO		TRINIDAD:  PORT-OF-SPAIN	  10.876	  -61.756	90.0					3.0	1.0		1.0	1.0	1.0							3.0	1.0		1.0	1.0	1.0			('  10.876', '  -61.756')
5351	7409		2006	9.0	29.0	18.0	23.0	  5.9	52.0	5.5	5.5	4.8	5.3					TRINIDAD AND TOBAGO		TRINIDAD:  GASPARILLO	  10.814	  -61.758	90.0	1.0	1.0											1.0	1.0											('  10.814', '  -61.758')
5352	7368	Tsu	2006	10.0	15.0	17.0	7.0	 49.2	39.0	6.7	6.7	6.6	6.2				8.0	USA	HI	HAWAIIAN ISLANDS	  19.878	 -155.935	150.0						3.0	73.0	4.0										3.0	73.0	4.0					('  19.878', ' -155.935')
5353	7410		2006	10.0	20.0	10.0	48.0	 56.0	23.0	6.7	6.7	6.6	5.9				4.0	PERU		PERU:  CENTRAL	 -13.457	  -76.677	160.0								1.0												1.0					(' -13.457', '  -76.677')
5354	7411		2006	10.0	27.0	10.0	52.0	  5.7	10.0	4.5			4.5					CHINA		CHINA:  HUBEI	  31.560	  113.210	30.0								2.0												2.0					('  31.560', '  113.210')
5355	7412		2006	11.0	3.0	6.0	21.0	 39.2	10.0	4.7			4.7					CHINA		CHINA:  NEI MONGOL	  43.469	  119.558	30.0								3.0	55886.0	4.0										3.0	5586.0	4.0			('  43.469', '  119.558')
5356	7406	Tsu	2006	11.0	15.0	11.0	14.0	 13.5	10.0	8.3	8.3	7.8	6.5					RUSSIA		RUSSIA:  KURIL ISLANDS	  46.592	  153.266	50.0																	1.0	1.0		2.0					('  46.592', '  153.266')
5357	7416		2006	11.0	17.0	18.0	19.0	 51.6	10.0	4.7			4.7	5.4				FRANCE		FRANCE:  PYRENEES	  42.990	    -.050	120.0								1.0												1.0					('  42.990', '    -.050')
5358	7417		2006	11.0	23.0	7.0	15.0	 20.5	10.0	4.8			4.8	4.6				HUNGARY		HUNGARY:  BEREGDAROC	  48.195	   22.460	110.0								1.0												1.0					('  48.195', '   22.460')
5359	7418		2006	11.0	23.0	11.0	4.0	 44.3	20.0	4.7		4.7	5.3					CHINA		CHINA:  XINJIANG PROVINCE:  NORTH	  44.229	   83.524	40.0								2.0	60.0	2.0										2.0	60.0	1.0			('  44.229', '   83.524')
5360	7419		2006	11.0	24.0	6.0	33.0	 26.4	31.0	5.2			5.2					INDONESIA		INDONESIA:  SULAWESI: PINRANG	  -3.728	  119.233	170.0								1.0												1.0					('  -3.728', '  119.233')
5361	7414		2006	11.0	29.0	1.0	32.0	 17.9	39.0	6.2	6.2	5.9	5.9					INDONESIA		INDONESIA:  HALMAHERA:  MOROTAI	   2.520	  128.283	170.0								2.0	50.0	1.0										2.0	50.0	1.0			('   2.520', '  128.283')
5362	7420		2006	12.0	1.0	14.0	1.0	 47.5	43.0	6.3	6.3	6.0	5.9					INDONESIA		INDONESIA:  SUMABAWA:  BIMA	  -8.251	  118.777	170.0	1.0	1.0			14.0	1.0		1.0	20.0	1.0			1.0	1.0			14.0	1.0		1.0	20.0	1.0			('  -8.251', '  118.777')
5363	7421		2006	12.0	8.0	16.0	48.0	 39.1	5.0	3.9				3.9				SWITZERLAND		SWITZERLAND:  BASEL	  47.580	    7.600	120.0								1.0												1.0					('  47.580', '    7.600')
5364	7441		2006	12.0	12.0	17.0	2.0	 29.7	10.0	4.6			4.6					THAILAND		THAILAND:  MAE RIM	  18.901	   98.916	60.0								1.0	5.0	1.0										1.0	5.0	1.0			('  18.901', '   98.916')
5365	7444		2006	12.0	17.0	21.0	39.0	 17.4	30.0	5.8	5.8	5.8	5.5					INDONESIA		INDONESIA:  SUMATERA:  NORTHERN, MUARASIPONGI	    .626	   99.859	170.0	7.0	1.0			100.0	2.0		3.0	680.0	3.0			7.0	1.0			100.0	2.0		3.0	680.0	2.0			('    .626', '   99.859')
5366	7449		2006	12.0	24.0	22.0	43.0	 26.7	10.0	4.2			4.2					INDIA		INDIA:  RAJASTHAN	  26.880	   76.150	60.0																				1.0					('  26.880', '   76.150')
5367	7450		2006	12.0	25.0	20.0	1.0	   .4	12.0	5.8	5.8	5.8	5.7					KYRGYZSTAN		KYRGYZSTAN:  KOCHKOR	  42.156	   76.163	40.0								3.0	2410.0	4.0										2.0	2410.0	4.0			('  42.156', '   76.163')
5368	7413	Tsu	2006	12.0	26.0	12.0	26.0	 21.1	10.0	7.0	7.0	7.3	6.4					TAIWAN		TAIWAN:  PINGTUNG	  21.799	  120.547	30.0	2.0	1.0			40.0	1.0		1.0		2.0			2.0	1.0			40.0	1.0		1.0		2.0			('  21.799', '  120.547')
5369	7451		2006	12.0	31.0	13.0	39.0	 23.6	5.0	4.1				4.1				HUNGARY		HUNGARY:  BUDAPEST	  47.449	   19.343	110.0								1.0		1.0										1.0		1.0			('  47.449', '   19.343')
5370	7452		2007	1.0	8.0	17.0	21.0	 50.2	18.0	6.0	6.0	6.0	5.8					KYRGYZSTAN		KYRGYZSTAN:  ISFARIA	  39.803	   70.311	40.0								2.0	187.0	3.0										2.0	187.0	3.0			('  39.803', '   70.311')
5371	7453		2007	1.0	9.0	14.0	49.0	 48.8	20.0	4.5			4.5					CHINA		CHINA:  GANSU PROVINCE	  37.021	  103.911	30.0								3.0	2000.0	4.0										3.0	2000.0	4.0			('  37.021', '  103.911')
5372	7454		2007	1.0	10.0	17.0	18.0	 58.3	23.0	4.7			4.7					CHINA		CHINA:  GANSU PROVINCE	  33.259	  104.740	30.0								1.0		2.0										1.0		2.0			('  33.259', '  104.740')
5373	7415	Tsu	2007	1.0	13.0	4.0	23.0	 21.1	10.0	8.1	8.1	8.2	7.3					RUSSIA		RUSSIA:  KURIL ISLANDS	  46.243	  154.524	50.0																									('  46.243', '  154.524')
5374	7455		2007	1.0	21.0	7.0	38.0	 57.0	3.0	5.1			5.1	5.0				TURKEY		TURKEY:  E	  39.592	   42.863	140.0					2.0	1.0		1.0									2.0	1.0		1.0					('  39.592', '   42.863')
5375	7456		2007	1.0	21.0	11.0	27.0	 45.0	22.0	7.5	7.5	7.3	6.7					INDONESIA		INDONESIA:  MOLUCCA ISLANDS:  N	   1.065	  126.282	170.0	4.0	1.0			4.0	1.0		1.0					4.0	1.0			4.0	1.0		1.0					('   1.065', '  126.282')
5376	7462		2007	2.0	16.0	7.0	15.0	 54.0	79.0	4.9			4.9					PHILIPPINES		PHILIPPINES:  MINDANAO	   6.614	  126.240	170.0								1.0												1.0					('   6.614', '  126.240')
5377	7463		2007	2.0	21.0	11.0	5.0	 29.2	10.0	5.7	5.7	5.5	5.7	5.9				TURKEY		TURKEY:  DOGANKOY, PUTURGE, SIVRICE	  38.318	   39.267	140.0								1.0		1.0		1.0								1.0		1.0			('  38.318', '   39.267')
5378	7481		2007	3.0	6.0	3.0	49.0	 38.9	19.0	6.4	6.4	6.4	5.9				8.0	INDONESIA		INDONESIA:  SUMATRA:  SOUTHERN	   -.493	  100.498	170.0	67.0	2.0			826.0	3.0		3.0	43719.0	4.0	43719.0	4.0	67.0	2.0			826.0	3.0		3.0	43719.0	4.0			('   -.493', '  100.498')
5379	7482		2007	3.0	6.0	13.0	5.0	 12.1	43.0	5.0		5.0	5.0					COLOMBIA		COLOMBIA:  CAUCA, SOTARA, PURACE,	   2.082	  -76.495	160.0					9.0	1.0		1.0	9.0	1.0							9.0	1.0		1.0	9.0	1.0			('   2.082', '  -76.495')
5380	7483		2007	3.0	6.0	22.0	32.0	  6.8	16.0	4.7			4.7					IRAN		IRAN:  WESTERN:  DORUD	  33.490	   48.930	140.0					35.0	1.0		1.0									35.0	1.0		1.0					('  33.490', '   48.930')
5381	7459	Tsu	2007	3.0	25.0	0.0	40.0	  1.6	34.0	7.1	7.1	7.0	6.5					VANUATU		VANUATU ISLANDS	 -20.617	  169.357	170.0																									(' -20.617', '  169.357')
5382	7448	Tsu	2007	3.0	25.0	0.0	41.0	 57.8	8.0	6.7	6.7	6.8	6.1					JAPAN		JAPAN:  HONSHU:  W COAST	  37.336	  136.588	30.0	1.0	1.0			150.0	3.0		3.0	58.0	2.0	455.0	3.0	1.0	1.0			150.0	3.0		3.0	58.0	2.0	455.0	3.0	('  37.336', '  136.588')
5383	7484		2007	3.0	25.0	13.0	57.0	 58.2	15.0	5.8	5.8	5.5	5.3				6.0	GREECE		GREECE:  ARGOSTOLION, KEFALLINIA	  38.340	   20.420	130.0								1.0		1.0										1.0		1.0			('  38.340', '   20.420')
