	I_D	FLAG_TSUNAMI	YEAR	MONTH	DAY	HOUR	MINUTE	SECOND	FOCAL_DEPTH	EQ_PRIMARY	EQ_MAG_MW	EQ_MAG_MS	EQ_MAG_MB	EQ_MAG_ML	EQ_MAG_MFA	EQ_MAG_UNK	INTENSITY	COUNTRY	STATE	LOCATION_NAME	LATITUDE	LONGITUDE	REGION_CODE	DEATHS	DEATHS_DESCRIPTION	MISSING	MISSING_DESCRIPTION	INJURIES	INJURIES_DESCRIPTION	DAMAGE_MILLIONS_DOLLARS	DAMAGE_DESCRIPTION	HOUSES_DESTROYED	HOUSES_DESTROYED_DESCRIPTION	HOUSES_DAMAGED	HOUSES_DAMAGED_DESCRIPTION	TOTAL_DEATHS	TOTAL_DEATHS_DESCRIPTION	TOTAL_MISSING	TOTAL_MISSING_DESCRIPTION	TOTAL_INJURIES	TOTAL_INJURIES_DESCRIPTION	TOTAL_DAMAGE_MILLIONS_DOLLARS	TOTAL_DAMAGE_DESCRIPTION	TOTAL_HOUSES_DESTROYED	TOTAL_HOUSES_DESTROYED_DESCRIPTION	TOTAL_HOUSES_DAMAGED	TOTAL_HOUSES_DAMAGED_DESCRIPTION	COORDS
849	929	Tsu	1636	9.0	30.0	18.0	30.0			7.2		7.2					10.0	GREECE		GREECE:  CEPHALONIA	  38.100	   20.300	130.0	520.0	3.0						3.0		3.0			520.0	3.0						3.0		3.0			('  38.100', '   20.300')
850	10001		1636	10.0	1.0													GREECE		GREECE:  ZAKINTHOS (ZANTE)	  38.100	   20.300	130.0		3.0						3.0		3.0				3.0						3.0		3.0			('  38.100', '   20.300')
851	931		1636	12.0	18.0	14.0		    		5.7						5.7	9.0	GHANA	NV	GHANA:  FORT DUMA, AWOIN	   5.100	   -2.200	10.0		3.0						3.0																	('   5.100', '   -2.200')
852	932		1636	12.0	21.0			    									9.0	PHILIPPINES		PHILIPPINES:  MINDANAO:  ILLANA BAY	   7.600	  123.700	170.0								2.0																	('   7.600', '  123.700')
853	934	Tsu	1638	3.0	27.0	15.0	5.0			7.0		7.0					11.0	ITALY		ITALY:  COSENZA,MARTIRANO, NICASTRO, CALABRIA	  39.033	   16.283	130.0	9581.0	4.0						4.0		4.0			9581.0	4.0						4.0		4.0			('  39.033', '   16.283')
854	8245		1638	6.0	9.0												9.0	ITALY		ITALY:  COTRONE	  39.250	   16.750	130.0	52.0	2.0						2.0		2.0			52.0	2.0						2.0		2.0			('  39.250', '   16.750')
855	937		1639	5.0	4.0			    										IRAN		IRAN:  QAZVIN	  36.200	   50.000	140.0	12000.0	4.0						3.0																	('  36.200', '   50.000')
856	938		1639	7.0	28.0	18.0	30.0	    									10.0	CROATIA		BALKANS NW:  CROATIA	  42.500	   18.100	130.0																									('  42.500', '   18.100')
857	940		1639	10.0	8.0	1.0	30.0	    									10.0	ITALY		ITALY:  AMATRICE	  42.600	   13.300	130.0																									('  42.600', '   13.300')
858	941		1639	12.0				    									10.0	CHILE		CHILE	 -30.000	  -71.400	160.0																									(' -30.000', '  -71.400')
859	945		1640	2.0	27.0			    	15.0	5.1						5.1	7.0	IRAN		IRAN:  TABRIZ	  38.200	   46.300	140.0								2.0																	('  38.200', '   46.300')
860	944		1640	2.0				    										ECUADOR		ECUADOR	  -1.700	  -78.600	160.0	5000.0	4.0						3.0																	('  -1.700', '  -78.600')
861	7887	Tsu	1640	4.0	4.0													GERMANY		GERMANY: ROER VALLEY	  50.800	    5.700	120.0																									('  50.800', '    5.700')
862	8246		1640	6.0	19.0												9.0	ITALY		ITALY:  BADOLATO	  38.570	   16.530	130.0	300.0	3.0						2.0					300.0	3.0						2.0					('  38.570', '   16.530')
863	942	Tsu	1640	7.0	31.0					6.5		6.5						JAPAN		JAPAN:  UCHIURA BAY	  42.070	  140.680	30.0								1.0		1.0			700.0	3.0						1.0	20.0	1.0			('  42.070', '  140.680')
864	5967	Tsu	1640	9.0	16.0													CHINA		CHINA:  GUANGDONG PROVINCE	  23.000	  117.000	30.0																									('  23.000', '  117.000')
865	943		1640					    									10.0	SLOVENIA		BALKANS NW:  SLOVENIA	  45.900	   15.500	130.0																									('  45.900', '   15.500')
866	948		1641	1.0	4.0			    									10.0	PHILIPPINES		PHILIPPINES:  LUZON:  APARRI	  18.200	  121.700	170.0								3.0																	('  18.200', '  121.700')
867	949		1641	1.0	10.0			    		7.6						7.6		ECUADOR		ECUADOR	  -1.500	  -78.500	160.0																									('  -1.500', '  -78.500')
868	950		1641	2.0	5.0												9.0	IRAN		IRAN:  TABRIZ, KURDISTAN	  38.000	   46.100	140.0	30000.0	4.0						3.0																	('  38.000', '   46.100')
869	952		1641	6.0	11.0	12.0	45.0										9.0	VENEZUELA		VENEZUELA:  CARACAS,LA GUAIRA,CUA	  10.900	  -66.700	160.0								3.0																	('  10.900', '  -66.700')
870	7954		1641	11.0	26.0					5.8		5.8					7.0	CHINA		CHINA:  GUANGDONG PROVINCE	  23.500	  116.500	30.0		1.0						1.0		1.0				1.0						1.0		1.0			('  23.500', '  116.500')
871	947		1641					    									10.0	BULGARIA		BULGARIA	  42.300	   22.700	110.0																									('  42.300', '   22.700')
872	7955		1642	6.0	30.0					6.0		6.0					8.0	CHINA		CHINA:  SHANXI PROVINCE	  35.100	  111.100	30.0		2.0						1.0		1.0				2.0								1.0			('  35.100', '  111.100')
873	6019	Tsu	1642	9.0	4.0					6.7		6.7						JAPAN		BOSO, JAPAN	  35.200	  140.600	30.0																									('  35.200', '  140.600')
874	5968	Tsu	1643	7.0	25.0					6.5		6.5						SOUTH KOREA		SEA OF JAPAN	  35.500	  129.500	30.0								1.0												1.0					('  35.500', '  129.500')
875	954		1644	1.0	16.0	8.0	30.0			7.0						7.0	10.0	COLOMBIA		COLOMBIA:  PAMPLOMA,HERRAN; VENEZUELA: MERIDA	   7.500	  -72.500	160.0		3.0						3.0																	('   7.500', '  -72.500')
876	956		1644	2.0	15.0			    									8.0	FRANCE		FRANCE:  CORSICA,BELVEDERE,ROQUEBILLIERE	  43.000	    8.000	120.0	150.0	3.0						2.0																	('  43.000', '    8.000')
877	957		1644	3.0	16.0	10.0		    									8.0	VENEZUELA		VENEZUELA:  SAN CRISTOBAL; COLOMBIA:  PAMPLONA	   7.600	  -73.000	160.0		3.0						3.0																	('   7.600', '  -73.000')
878	5969	Tsu	1644	10.0	18.0					6.9		6.9						JAPAN		JAPAN:  NW. HONSHU ISLAND	  39.400	  140.100	30.0		2.0						2.0	28.0	1.0			117.0	3.0						2.0	28.0	1.0			('  39.400', '  140.100')
879	959		1645	2.0	19.0					7.5						7.5		ECUADOR		ECUADOR	  -1.700	  -78.600	160.0		3.0																							('  -1.700', '  -78.600')
880	961	Tsu	1645	11.0	30.0	12.0				8.0		8.0					10.0	PHILIPPINES		PHILIPPINES:  LUZON:  S BATANGAS TO N CAGAYAN	  14.400	  121.000	170.0	600.0	3.0			2500.0	4.0		4.0		4.0			600.0	3.0			2500.0	4.0		4.0		4.0			('  14.400', '  121.000')
881	963		1645	12.0	5.0	15.0											7.0	PHILIPPINES		PHILIPPINES:  LUZON: S BATANGAS TO N CAGAYAN	  14.400	  121.000	170.0								2.0		3.0										2.0		3.0			('  14.400', '  121.000')
882	964		1646	2.0	17.0			    										TURKEY		TURKEY:  VAN	  38.300	   43.200	140.0								3.0																	('  38.300', '   43.200')
883	5970	Tsu	1646	4.0	5.0												7.0	TURKEY		TURKEY: ISTANBUL (CONSTANTINOPLE)	  41.040	   28.980	140.0																									('  41.040', '   28.980')
884	9979	Tsu	1646	4.0	5.0					5.2		5.2					7.0	ITALY		ITALY:  LIGURIAN COAST	  43.550	   10.317	130.0								2.0				3.0								2.0				3.0	('  43.550', '   10.317')
885	965		1646	5.0	31.0	1.0	30.0	    									10.0	ITALY		ITALY:  GARGANO	  41.900	   15.800	130.0																									('  41.900', '   15.800')
886	966	Tsu	1646	6.0	9.0					7.6		7.6						JAPAN		JAPAN:  SANRIKU:  SENDAI	  37.700	  141.700	30.0								3.0												3.0					('  37.700', '  141.700')
887	5971	Tsu	1647	5.0	7.0													PERU		PERU	 -15.500	  -75.000	160.0								1.0					14.0	1.0						2.0					(' -15.500', '  -75.000')
888	970		1647	5.0	14.0	2.0	30.0			8.5		8.5					11.0	CHILE		CHILE:  SANTIAGO	 -33.400	  -70.600	160.0	1000.0	3.0						4.0		3.0			1000.0	3.0						4.0		3.0			(' -33.400', '  -70.600')
889	972		1647	6.0	16.0			    		6.4						6.4		JAPAN		JAPAN	  36.000	  140.000	30.0		2.0																							('  36.000', '  140.000')
890	976		1648	3.0	31.0			    										TURKEY		TURKEY:  VAN	  38.300	   43.200	140.0	2000.0	4.0						3.0																	('  38.300', '   43.200')
891	975		1648					    									10.0	CROATIA		BALKANS NW:  CROATIA	  45.000	   14.900	130.0																									('  45.000', '   14.900')
892	973		1648					    										NICARAGUA		NICARAGUA:  LEON	  12.500	  -86.800	100.0								2.0																	('  12.500', '  -86.800')
893	974		1648					    									8.0	PHILIPPINES		PHILIPPINES:  LUZON:  S	  15.000	  121.000	170.0								3.0																	('  15.000', '  121.000')
894	9982	Tsu	1649	1.0						5.0		5.0					8.0	ITALY		ITALY:  MESSINA	  38.183	   15.550	130.0								1.0												1.0					('  38.183', '   15.550')
895	978		1649	7.0	29.0													JAPAN		JAPAN:  TOKYO	  35.500	  140.000	30.0	200.0	3.0											200.0	3.0											('  35.500', '  140.000')
896	5972	Tsu	1649	12.0	9.0					6.5		6.5						SOUTH KOREA		YELLOW SEA	  35.500	  126.000	30.0								2.0												2.0					('  35.500', '  126.000')
897	979		1650	1.0	4.0			    										IRAN		IRAN:  TABRIZ	  38.000	   46.200	140.0		3.0						3.0																	('  38.000', '   46.200')
898	982		1650	3.0	31.0	19.0				8.1						8.1	10.0	PERU		PERU:  CUZCO,COLLAO,LIMA; BOLIVIA:  SICASICA	 -13.500	  -72.000	160.0								1.0																	(' -13.500', '  -72.000')
899	9993		1650	3.0														GREECE		GREECE:  THERA ISLAND (SANTORINI)	  36.400	   25.400	130.0								2.0				3.0								2.0				3.0	('  36.400', '   25.400')
900	9800	Tsu	1651															PERU		PERU-CHILE			160.0																									(nan, nan)
901	983		1652	6.0	8.0				10.0	5.8		5.8					9.0	RUSSIA		RUSSIA:  CAUCASUS	  42.100	   47.700	40.0		1.0						2.0						1.0						2.0					('  42.100', '   47.700')
902	984		1652	7.0	13.0					6.8		6.8					9.0	CHINA		CHINA:  YUNNAN PROVINCE:  MIDU	  25.400	  100.500	30.0	3000.0	4.0						4.0		4.0			3000.0	4.0						4.0		4.0			('  25.400', '  100.500')
903	986		1653	2.0	23.0					7.5						7.5	10.0	TURKEY		TURKEY:  IZMIR,ALASEHIR,DENIZLI,AYDIN	  38.200	   28.200	140.0	2500.0	4.0						3.0																	('  38.200', '   28.200')
904	6025	Tsu	1653	7.0														PHILIPPINES		PHILIPPINES:  MINDORO ISLAND	  13.100	  121.600	170.0																									('  13.100', '  121.600')
905	990		1654	7.0	21.0					8.0		8.0					11.0	CHINA		CHINA:  GANSU PROVINCE:  TIANSHUI	  34.300	  105.500	30.0	10400.0	4.0						4.0		4.0			10400.0	4.0						4.0		4.0			('  34.300', '  105.500')
906	991		1654	7.0	23.0												10.0	ITALY		ITALY:  ALVITO,BELLOMONTE,PONTECORVO,SORA	  41.400	   13.600	130.0	600.0	3.0						3.0																	('  41.400', '   13.600')
907	993		1654	10.0	20.0			    									9.0	SPAIN		SPAIN:  MENORCA (MINORCA)	  40.100	    3.600	130.0		3.0						1.0																	('  40.100', '    3.600')
908	989		1654					    										PERU		PERU:  LIMA; CHILE	 -12.100	  -76.600	160.0	11000.0	4.0																							(' -12.100', '  -76.600')
909	994		1655	1.0				    									10.0	GREECE		GREECE:  CRETE	  35.000	   25.000	130.0																									('  35.000', '   25.000')
910	998	Tsu	1655	11.0	13.0	19.0	45.0		30.0	7.7		7.7					10.0	PERU		PERU:  LIMA, CALLAO	 -12.300	  -77.600	160.0								2.0		3.0										2.0		3.0			(' -12.300', '  -77.600')
911	1000		1656														9.0	LEBANON		LEBANON:  TARABULUS (TRIPPOLES)	  34.400	   35.850	140.0								3.0												3.0					('  34.400', '   35.850')
912	999		1656															PERU		PERU	 -12.500	  -77.000	160.0	11000.0	4.0						2.0																	(' -12.500', '  -77.000')
913	1002		1657	2.0	15.0			    									8.0	FRANCE		FRANCE:  SAINTE MAURE	  47.100	     .600	120.0		1.0						2.0																	('  47.100', '     .600')
914	1003	Tsu	1657	3.0	15.0	23.0	30.0			8.0		8.0					11.0	CHILE		CHILE:  CONCEPCION, CHILLAN	 -36.830	  -73.030	160.0		1.0						3.0		3.0			40.0	1.0						3.0		3.0			(' -36.830', '  -73.030')
915	7956		1657	4.0	21.0					6.0		6.0					8.0	CHINA		CHINA:  SICHUAN PROVINCE	  31.500	  103.600	30.0		3.0						3.0		3.0				3.0						3.0		3.0			('  31.500', '  103.600')
916	5744	Tsu	1657	7.0	9.0													CHILE		CHILE:  SANTIAGO	 -33.500	  -70.700	160.0								1.0												1.0					(' -33.500', '  -70.700')
917	5973	Tsu	1657	12.0														INDONESIA		INDONESIA:  BANDA SEA	  -3.000	  128.000	170.0																									('  -3.000', '  128.000')
918	1001		1657					    										PERU		PERU:  LIMA,CALLAO	 -12.400	  -76.800	160.0	11000.0	4.0																							(' -12.400', '  -76.800')
919	7957		1658	2.0	3.0					6.0		6.0					8.0	CHINA		CHINA:  HEBEI PROVINCE	  39.400	  115.700	30.0		3.0						2.0		2.0				3.0						2.0		2.0			('  39.400', '  115.700')
920	1005		1658	2.0	14.0			    										PERU		PERU:  TRUJILLO	  -8.100	  -79.000	160.0		3.0						3.0																	('  -8.100', '  -79.000')
921	1007		1658	8.0	1.0			    									10.0	GREECE		GREECE	  38.000	   21.000	130.0																									('  38.000', '   21.000')
922	1008		1658	8.0	20.0	7.0											9.0	PHILIPPINES		PHILIPPINES:  S LUZON:  MANILA, SANTA CRUZ	  14.400	  120.600	170.0		2.0						2.0																	('  14.400', '  120.600')
923	1010		1659	4.0	21.0			    										JAPAN		JAPAN:  AIDU	  37.500	  140.000	30.0	39.0	1.0						2.0																	('  37.500', '  140.000')
924	6879		1659	9.0	30.0													EL SALVADOR		EL SALVADOR:  SAN SALVADOR			100.0		3.0						4.0						3.0						4.0					(nan, nan)
925	1011		1659	11.0	5.0													ITALY		ITALY:  PANAIJA, SORIANO, POLIA	  38.700	   16.300	130.0	2035.0	4.0						4.0		4.0			2035.0	4.0						4.0		4.0			('  38.700', '   16.300')
926	6027	Tsu	1659	11.0	9.0													INDONESIA		INDONESIA:  BANDA SEA	  -6.920	  129.125	170.0																									('  -6.920', '  129.125')
927	1014		1660	3.0													10.0	GREECE		GREECE:  GALAXIDI	  38.400	   22.400	130.0	2.0	1.0						1.0		1.0			2.0	1.0						1.0		1.0			('  38.400', '   22.400')
928	1016		1660	6.0	21.0			    									9.0	FRANCE		FRANCE:  BAGNERES DE BIGORRE,LOURDES,BORDEAUX	  43.100	     .200	120.0		3.0						2.0																	('  43.100', '     .200')
929	1017		1660	10.0	27.0	14.0		    		7.7						7.7		ECUADOR		ECUADOR	   -.200	  -78.500	160.0																									('   -.200', '  -78.500')
930	1013		1660															MOROCCO		MOROCCO:  MELILLA	  35.300	   -2.970	15.0								2.0																	('  35.300', '   -2.970')
931	1015		1660														6.0	ITALY		ITALY:  MODENA	  44.630	   10.930	130.0								1.0												1.0					('  44.630', '   10.930')
932	5974	Tsu	1661	1.0	8.0					6.0		6.0					8.0	TAIWAN		TAIWAN:  TAINAN	  23.000	  120.200	30.0		3.0						1.0	31.0	1.0		1.0		3.0						1.0	31.0	1.0		1.0	('  23.000', '  120.200')
933	1019	Tsu	1661	3.0	22.0	13.0	30.0										10.0	ITALY		ITALY:  FIRENZE (FLORENCE), PREDAPPIO	  44.100	   12.000	130.0		3.0						3.0																	('  44.100', '   12.000')
934	1021		1662	1.0	1.0			    										ECUADOR		ECUADOR	   -.200	  -78.400	160.0								2.0																	('   -.200', '  -78.400')
935	1022		1662	6.0	7.0			    										MEXICO		MEXICO:  OAXACA	  17.000	  -96.300	150.0								3.0																	('  17.000', '  -96.300')
936	1023		1662	6.0	16.0			    										JAPAN		JAPAN:  YAMASIRO	  35.500	  136.000	30.0	600.0	3.0						3.0																	('  35.500', '  136.000')
937	5975	Tsu	1662	10.0	30.0					7.6		7.6						JAPAN		JAPAN:  HIUGANADA	  31.700	  132.000	30.0		1.0						2.0					200.0	3.0						2.0	2500.0	4.0			('  31.700', '  132.000')
938	1020		1662					    									10.0	GREECE		GREECE:  CRETE	  35.000	   25.000	130.0																									('  35.000', '   25.000')
939	1026		1663	2.0	5.0	22.0	30.0	    									10.0	CANADA		CANADA:  ST LAWRENCE VALLEY	  47.600	  -70.100	150.0								1.0																	('  47.600', '  -70.100')
940	1025		1663					    										NICARAGUA		NICARAGUA:  MOMOTOMBA, GRANADA	  12.400	  -86.600	100.0								3.0																	('  12.400', '  -86.600')
941	1028		1664	5.0	12.0	9.0	15.0		15.0	7.3						7.3	10.0	PERU		PERU:  ICA, PISCO	 -14.100	  -75.800	160.0	400.0	3.0						3.0																	(' -14.100', '  -75.800')
942	1030		1664	8.0	12.0			    		6.3						6.3	8.0	SOUTH KOREA		SOUTH KOREA:  CHONJU,CHINAN	  35.500	  127.100	30.0	50.0	1.0																							('  35.500', '  127.100')
943	7959		1664							5.5		5.5					7.0	CHINA		CHINA:  SHANXI PROVINCE	  38.700	  112.700	30.0		3.0												3.0											('  38.700', '  112.700')
944	1027		1664															IRAN		IRAN:  TABRIZ	  38.100	   46.300	140.0	1500.0	4.0						3.0		3.0			1500.0	4.0						3.0		3.0			('  38.100', '   46.300')
945	1031		1665	1.0				    									10.0	GREECE		GREECE:  CRETE	  35.000	   25.000	130.0																									('  35.000', '   25.000')
946	1032		1665	6.0	15.0			    										IRAN		IRAN:  DAMAVAND	  35.400	   52.000	140.0		3.0						3.0																	('  35.400', '   52.000')
947	1033		1665	6.0	19.0			    									8.0	PHILIPPINES		PHILIPPINES:  MANILA	  14.600	  121.000	170.0	19.0	1.0						2.0																	('  14.600', '  121.000')
948	1034		1666	2.0	1.0													JAPAN		JAPAN:  TAKATA	  37.000	  138.000	30.0	1500.0	4.0											1500.0	4.0											('  37.000', '  138.000')
949	5976	Tsu	1666	5.0	31.0					6.4		6.4						JAPAN		TOKAIDO, JAPAN	  35.000	  136.800	30.0														2.0						1.0					('  35.000', '  136.800')
950	1036		1666	11.0				    										IRAQ		IRAQ:  AL-MAWSIL; ARMENIA	  36.000	   42.500	140.0								3.0																	('  36.000', '   42.500')
951	1040		1667	2.0	3.0													IRAN		IRAN:  LAHIJAN	  37.200	   50.000	140.0								3.0																	('  37.200', '   50.000')
952	1042	Tsu	1667	4.0	6.0	7.0	10.0			7.2		7.2					11.0	CROATIA		BALKANS NW:  CROATIA: DUBROVNIK:  RAGUSA	  42.600	   18.100	130.0	5000.0	4.0						4.0		4.0			5000.0	4.0						4.0		4.0			('  42.600', '   18.100')
953	1044		1667	7.0	30.0													MEXICO		MEXICO:  PUEBLA	  18.800	  -98.000	150.0								3.0																	('  18.800', '  -98.000')
954	1046		1667	11.0	18.0													IRAN		IRAN:  SHIRVAN, SHAMKHA	  37.200	   57.500	140.0	12000.0	4.0						3.0																	('  37.200', '   57.500')
955	8240	Tsu	1667	11.0	30.0					6.6		6.6					6.0	TURKEY		TURKEY:  IZMIR	  38.400	   27.100	140.0																									('  38.400', '   27.100')
956	1047		1667	11.0					12.0	6.9		6.9					10.0	AZERBAIJAN		AZERBAIJAN:  SHEMAKHA (SAMAXI)	  40.600	   48.600	40.0	80000.0	4.0						4.0		4.0			80000.0	4.0						4.0		4.0			('  40.600', '   48.600')
957	1039		1667															JAMAICA		JAMAICA	  18.300	  -77.500	90.0								2.0												2.0					('  18.300', '  -77.500')
958	6005	Tsu	1667							6.7		6.7						JAPAN		MIYAKOJIMA, JAPAN	  25.000	  125.500	30.0																									('  25.000', '  125.500')
959	1050		1668	1.0	4.0			    										IRAN		IRAN:  TABRIZ	  38.000	   46.200	140.0								3.0																	('  38.000', '   46.200')
960	6013	Tsu	1668	4.0	13.0												4.0	USA	MA	BOSTON AND SALEM, MASSACHUSETTS	  42.350	  -71.050	150.0																									('  42.350', '  -71.050')
961	1052		1668	5.0	2.0				10.0									PAKISTAN		PAKISTAN:  INDUS DELTA; INDIA: SAMAWANI (SAMAJI)	  24.000	   68.000	60.0								3.0																	('  24.000', '   68.000')
962	1053	Tsu	1668	7.0	10.0					6.6		6.6					9.0	TURKEY		TURKEY	  38.400	   27.100	140.0	17500.0	4.0						3.0																	('  38.400', '   27.100')
963	1054	Tsu	1668	7.0	25.0					8.5		8.5					12.0	CHINA		CHINA:  SHANDONG PROVINCE	  35.300	  118.600	30.0	42578.0	4.0						4.0		4.0			42578.0	4.0						4.0		4.0			('  35.300', '  118.600')
964	5977	Tsu	1668	7.0	31.0					6.4		6.4					6.0	NORTH KOREA		NORTH KOREA:  YELLOW SEA	  38.000	  126.000	30.0														1.0						1.0		1.0			('  38.000', '  126.000')
965	1055		1669	1.0	4.0				5.0	5.7						5.7	9.0	AZERBAIJAN		AZERBAIJAN:  SHEMAKHA (SEMACHA)	  40.600	   48.600	40.0	7000.0	4.0						3.0																	('  40.600', '   48.600')
966	1057		1669	3.0	11.0	11.0											10.0	ITALY		ITALY:  NICOLOSI	  37.600	   15.000	130.0																									('  37.600', '   15.000')
967	1056		1669	6.0	4.0												11.0	INDIA		INDIA:  FORT MADRAN			60.0																									(nan, nan)
968	1059		1670	7.0	17.0			    									9.0	AUSTRIA		AUSTRIA:  INNSBRUCK, SCHWAZ	  47.200	   11.400	120.0								3.0																	('  47.200', '   11.400')
969	6020	Tsu	1670	8.0	19.0					6.8		6.8						CHINA		CHINA:  SHANGHAI	  33.000	  122.500	30.0														3.0											('  33.000', '  122.500')
970	1060		1670	10.0	30.0			    		6.3						6.3	8.0	SOUTH KOREA		SOUTH KOREA:  KWANGJU,SUNCHANG,UNKYO,KOSAN	  35.900	  126.500	30.0								2.0																	('  35.900', '  126.500')
971	5978	Tsu	1670	12.0	17.0					6.4		6.4						JAPAN		BOSO, JAPAN	  35.500	  141.000	30.0																				1.0					('  35.500', '  141.000')
972	1058		1670					    										IRAN		IRAN:  LAR-EVAZ	  27.500	   53.600	140.0								3.0																	('  27.500', '   53.600')
973	1061		1671	1.0	1.0												9.0	AZERBAIJAN		AZERBAIJAN:  SHEMAKHA (SEMACHA)	  40.600	   48.600	40.0		3.0						2.0																	('  40.600', '   48.600')
974	9814	Tsu	1671	2.0	27.0					6.9		6.9						JAPAN		JAPAN:  NANKAIDO	  33.400	  134.700	30.0																									('  33.400', '  134.700')
975	1063	Tsu	1672	4.0	14.0	15.0	45.0			5.6		5.6					10.0	ITALY		ITALY:  RIMINI	  43.933	   12.583	130.0	1500.0	4.0						3.0		3.0			1500.0	4.0						3.0		3.0			('  43.933', '   12.583')
976	5979	Tsu	1672	4.0														GREECE		E. SPORADES ISLANDS, AEGEAN ISLANDS	  40.000	   26.000	130.0																									('  40.000', '   26.000')
977	1062	Tsu	1672														10.0	GREECE		GREECE:  DODECANESE ISLANDS	  36.500	   25.500	130.0																									('  36.500', '   25.500')
978	1064		1673	5.0	9.0			    										DOMINICAN REPUBLIC		DOMINICAN REPUBLIC:  SANTO DOMINGO	  18.300	  -69.500	90.0	5.0	1.0						3.0																	('  18.300', '  -69.500')
979	5980	Tsu	1673	5.0	20.0													INDONESIA		INDONESIA:  N. MOLUCCAS ISLANDS	   1.375	  127.520	170.0								1.0												1.0					('   1.375', '  127.520')
980	5981	Tsu	1673	7.0	12.0													INDONESIA		INDONESIA:  BANDA SEA	  -3.000	  128.000	170.0								1.0												1.0					('  -3.000', '  128.000')
981	1066		1673	7.0	30.0					6.6		6.6					8.0	IRAN		IRAN:  MASHHAD, NEYSHABUR (NISHAPUR)	  36.300	   59.300	140.0	5600.0	4.0						3.0		3.0			5600.0	4.0						3.0		3.0			('  36.300', '   59.300')
982	5982	Tsu	1673	8.0	12.0													INDONESIA		INDONESIA:  N. MOLUCCAS ISLANDS	   1.375	  127.520	170.0								1.0						3.0						1.0					('   1.375', '  127.520')
983	1068		1674	1.0	1.0			    									10.0	GREECE		GREECE-ALBANIA	  39.500	   20.000	130.0																									('  39.500', '   20.000')
984	5983	Tsu	1674	2.0	17.0	11.0	30.0		40.0	6.8		6.8						INDONESIA		INDONESIA:  AMBON ISLAND, SERAM ISLAND	  -3.750	  127.750	170.0	86.0	2.0			35.0	1.0		3.0		3.0			2330.0	4.0			41.0	1.0		3.0		3.0			('  -3.750', '  127.750')
985	5984	Tsu	1674	5.0	6.0													INDONESIA		INDONESIA:  BANDA SEA	  -3.700	  128.200	170.0																									('  -3.700', '  128.200')
986	1071		1674	8.0	29.0					7.7						7.7	10.0	ECUADOR		ECUADOR:  CHIMBORAZO,BOLIVAR,QUITO	  -1.700	  -79.000	160.0																									('  -1.700', '  -79.000')
987	5985	Tsu	1675	3.0													8.0	PHILIPPINES		PHILIPPINES:  MINDORO ISLAND, LUZON ISLAND	  13.000	  121.000	170.0								1.0		1.0										1.0		1.0			('  13.000', '  121.000')
988	1073		1676	7.0	12.0			    										JAPAN		JAPAN:  TUWANO	  34.500	  132.000	30.0	7.0	1.0																							('  34.500', '  132.000')
989	1075	Tsu	1677	4.0	13.0					8.1		8.1						JAPAN		JAPAN:  SANRIKU	  40.000	  144.000	30.0								1.0						1.0						1.0		1.0			('  40.000', '  144.000')
990	7960		1677	9.0						5.5		5.5					7.0	CHINA		CHINA:  GANSU PROVINCE	  33.400	  104.800	30.0		3.0						1.0						3.0						1.0					('  33.400', '  104.800')
991	1076	Tsu	1677	11.0	4.0					7.4		7.4						JAPAN		JAPAN:  OFF SE. BOSO PENINSULA	  35.000	  141.500	30.0													500.0	3.0						3.0	1001.0	4.0			('  35.000', '  141.500')
992	1077	Tsu	1677	12.0	7.0	11.0	30.0											PHILIPPINES		PHILIPPINES:  LUZON:  CENTRAL,S	  14.500	  120.500	170.0	2.0	1.0				3.0		1.0				1.0	2.0	1.0				3.0		1.0				1.0	('  14.500', '  120.500')
993	1074		1677					    										JAMAICA		JAMAICA:  PORT ROYAL	  17.600	  -76.500	90.0								2.0																	('  17.600', '  -76.500')
994	1078		1678	2.0	3.0			    										IRAN		IRAN:  LAHIJAN	  37.100	   50.000	140.0								3.0																	('  37.100', '   50.000')
995	1079		1678	2.0	11.0	14.0		    										CUBA		CUBA:  SANTIAGO DE CUBA	  20.000	  -75.500	90.0								3.0																	('  20.000', '  -75.500')
996	1080		1678	2.0	23.0			    										IRAN		IRAN:  GONABAD	  34.200	   58.400	140.0								3.0																	('  34.200', '   58.400')
997	1081	Tsu	1678	6.0	18.0	1.0	45.0		40.0	8.4		8.4					9.0	PERU		PERU:  LIMA,SALINAS-HUAURA,LIMA,CALLAO,CHANCAY	  -9.000	  -79.000	160.0		3.0						3.0		3.0				3.0						3.0		3.0			('  -9.000', '  -79.000')
998	1084		1678	10.0	2.0			    		7.4						7.4		JAPAN		JAPAN:  SANRIKU,RIKUCHU	  38.600	  142.000	30.0	1.0	1.0						2.0																	('  38.600', '  142.000')
999	1086		1679	6.0	4.0			    	15.0	5.9						5.9		TURKEY		TURKEY; ARMENIA:  DVINA	  40.100	   44.700	140.0	7600.0	4.0						4.0																	('  40.100', '   44.700')
1000	1087		1679	9.0	2.0					8.0		8.0					11.0	CHINA		CHINA:  HEBEI PROVINCE	  40.000	  117.000	30.0	13162.0	4.0						4.0		4.0			13162.0	4.0						4.0		4.0			('  40.000', '  117.000')
